"","D5444","D7394","D3913","D7378","D81","D95","D994","D8906","D6124","D3434","D1611","D5419","D1005","D3425","D2758","D1736","D9637","D1651","D6772","D907","D3197","D1114","D1359","D3827","D2088","D1595","D1688","D3918","D2906","D2373","D2851","D2508","D6088","D4907","D5680","D8095","D5887","D6295","D9646","D9719","D6383","D7709","D5122","D7779","D443","D348","D1466","D9164","D6993","D3981","D1949","D6511","D1327","D3829","D3114","D2005","D10122","D2179","D7452","D1382","D3731","D6516","D1636","D4216","D2394","D1778","D2006","D6042","D3657","D2654","D4275","D2846","D6497","D5925","D7469","D10074","D6376","D6724","D9951","D10119"
"Rothia_dentocariosa",0.417891967187742,3.97919365050464,0.408883659361671,0.0513619625492944,0.0536704633550003,0.145609371692033,0.421940928270042,0.0646627738370498,1.74418604651163,1.26410556823087,0.0125206884813579,0.404203718674212,0.125223613595707,1.46922856841693,1.39635340800643,0.468620784710098,0.0809513175524788,18.2370806931275,0.270367271969155,3.02135787463101,0.160901045856798,0.232558139534884,3.20280082987552,0.161255056302613,0.298850574712644,0.198553927996104,0.00200611195442114,2.16729801900267,1.09051254089422,0.374003782250439,0.688298918387414,0.588111741230834,0.00619052672538823,0.0522265937815536,0.086688787253759,0.0217341276943926,1.91929702855821,0.00912727991846297,0.334834314744256,0.220734833380803,1.0602771748205,1.0077519379845,0.0188958836809181,0.0288993060806156,0.329188002926116,0.417669446465551,3.30434782608696,0,2.00779280311712,2.77777777777778,0.00213783323475547,0,0.417910447761194,1.80075354609929,0.44595054232121,0.15581177937052,0.0244892247411139,7.84883720930233,0.814605711771822,0.144147676066944,0,0.174708297207801,6.78537956888472,0.48717115946736,0.0702106318956871,1.1965811965812,0.320449312298011,65.5474338427862,0.0140575798470535,1.02033285361083,0.154049295774648,1.45016028087315,0.0466515380290976,0.0198235702249975,6.67144172720761,0.0426666666666667,1.1142061281337,0.436498236547124,6.80966082483216,0.77566408111973
"Rothia_mucilaginosa",0.325027085590466,45.0075934071846,0.211795852331225,0.0104465008574836,2.11103822529668,1.18715492124727,0.562587904360056,5.53160638006035,5.61575052854123,2.12123080717765,0.0356057078688614,2.64597972762888,2.12880143112701,1.61092622987848,1.00457079712693,1.37829642561794,0.734144707458687,8.27427708828607,6.74163233745636,15.7492620246571,0.622746640445756,0.899804390349924,19.6965767634855,1.12331912102329,0.413793103448276,1.20630877008954,0.000668703984807045,15.8407336107144,0,0.693975415372146,14.8475909537856,3.96975425330813,0.0999327885669815,1.44493576128965,1.38353311611315,0.016620215295712,0.0462481211700775,0.0775818793069352,0.704306662048262,1.33864995727713,0.901653030556019,4.08914728682171,0.00696164135612774,0.00336038442797856,3.43818580833943,3.15630771813959,1.91304347826087,4.81396383041803,1.8473527389411,2.03703703703704,0.0142522215650365,2.59275815824765,3.22388059701493,6.50487588652482,0.0881823106284879,4.64319102524151,0.360341449762105,24.4444444444444,1.43197565714705,0.921302062291876,0.017611835153223,6.09285393446219,17.0946579194002,0.0974342318934719,1.79538615847543,0.854700854700855,0,20.4080834929445,0.0857512370670265,0.817373334809402,0,2.27446191421157,0.0668132437388338,0.921796015462385,13.9977489000307,0.08,2.64623955431755,1.55742570800014,30.5257651059377,1.78532738224206
"Parvimonas_micra",0.046432440798638,0.00537952552584862,0,0,0,0.00215070385144013,0,0.00195947799506212,0.224630021141649,0,0,0.189664821839438,0.0715563506261181,0.000451745998283365,0.00502285398563464,0,0,0.0119769680644316,0.000659754201974512,0,0,0.0173875244512063,0,0.0655952771400459,0,0.029970404225827,0.00401222390884227,0.00310501148854251,0.054525627044711,0,0,0.0840159630329763,0,0.0452630479440131,0.083076754451519,0,0,0.00304242663948766,0.0346380325597506,0.113927655938479,0.00834863917181499,0.0387596899224806,0,0,0.237746891002195,0.0038478759724632,0.173913043478261,0.0185294989623481,0.655512262204905,0,0,0.0447027268663388,0,0,0.0264546931885464,0,0.00349846067730199,0.00645994832041344,0.00586574769952707,0.00191240697932927,0,0.00522296852639166,0,0.194868463786944,0.023403543965229,0.0100553041729512,0.00068326079381239,0,0.00843454790823212,0.00184508653455847,0,0.106853915432758,0,0.0495589255624938,0.0102322725877417,0.00266666666666667,0,0.00698397178475399,0,0.0129999566668111
"Eubacterium_sulci",0,0.000827619311669018,0.00588321812031181,0,0,0.00248675132822765,0,0,0.0792811839323467,0.0678300548806808,0.00156508606016973,0.00310925937441701,0,0.0346338598683913,0,0.00918864283745291,0,0.000451961059035154,0.0935531458399858,0.0347282514325404,0.0178778939840887,0.0282547272332102,0,0.0901935060675631,0,0.666841494024651,0,0.00724502680659918,0.054525627044711,0,0,0.357067842890149,0,0,0.0186829282874481,0,0,0.00152121331974383,0.0230920217065004,0.00712047849615494,0,0,0,0,0.0365764447695684,0.0591173672132983,0,0,0,0,0,0,0,0,0.00125974729469268,0.0623247117482082,0,0,0.146643692488177,0.021036476772622,0,0.00235033583687625,0.0187441424554827,0.0649561545956479,0.00334336342360415,0,0,0,0,0.00184508653455847,0,0.228972675927339,0,0.00991178511249876,0,0.00533333333333333,0,0.010475957677131,0,0.142999523334922
"Selenomonas_ruminantium",0,0.000413809655834509,0,0,0,0.000470466467502529,0,0.00391895599012423,0,0,0,0.0124370374976681,0,0.000752909997138942,0,0,0,0.000451961059035154,0,0,0,0,0,0.00819940964250574,0,0.00374630052822837,0,0,0,0,0,0,0,0,0.0262806524576769,0,0,0,0,0,0,0,0,0,0,0.000699613813175127,0,0.00741179958493922,0,0,0,0,0,0,0.00125974729469268,0,0,0,0,0.000239050872416159,0,0.000261148426319583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Selenomonas_sputigena",0.355982046122891,0.00372428690251058,0.0235328724812472,0,0,0.00174744687929511,0,0.258651095348199,0.977801268498943,0,0.000391271515042433,0.11504259685343,0,0,0,0.0275659285123587,0.00279142474318892,0.0128808901825019,0.000791705042369415,0.0694565028650807,0,0.108672027820039,0,0.032797638570023,0,0.0262241036975986,0.000668703984807045,0,0,0,0,0,0.00459867699600269,0,0.0302663438256659,0,0,0.00456363995923148,0.0808220759727514,0,0.00834863917181499,0,0,0,0.0731528895391368,0.000349806906587564,0,0.00741179958493922,0.0229200091680037,0,0,0.268216361198033,0,0,0.00377924188407805,0.0311623558741041,0,0.0258397932816537,0.00293287384976354,0.00573722093798781,0,0.00365607796847416,0,0.292302695680416,0.00334336342360415,0,0,0,0,0,0,0.0610593802472905,0.00044149720532269,0.0297353553374963,0.0102322725877417,0,0,0.00349198589237699,0.00871915598570058,0.00866663777787407
"Dialister_pneumosintes",0,0.00206904827917255,0,0,0,0.000806513944290049,0,0,0.303911205073996,0,0,0,0,0,0.00502285398563464,0,0,0.000225980529517577,0.000131950840394902,0.0520923771488106,0,0,0.0194502074688797,0.221384060347655,0,0,0,0,0,0,0,0.0420079815164881,0.000707488768615798,0.00348177291877024,0.0277752867206728,0,0,0,0.334834314744256,0.0142409569923099,0,0.0968992248062016,0,0,0.0365764447695684,0.00279845525270051,0,0,0.884712353884942,0.740740740740741,0,0,0,0,0.100779783575415,0,0.00349846067730199,0,0,0.0040638648310747,0,0.0373442249637004,0,0,0,0,0,0,0,0,0,0,0,0.0495589255624938,0.0204645451754835,0,0,0,0,0.00866663777787407
"Veillonella_dispar",0.278594644791828,0.816860260617321,0.0558905721429622,0.00174108347624727,0.339912934581669,0.24934722777634,0.140646976090014,0.578046008543324,1.00422832980972,0.188074243078251,0.00273890060529703,0.0373111124930042,0.411449016100179,0.174675119336235,0.994525089155658,0.0551318570247175,0.0502456453774006,0.451735078505636,0.266012894236123,0.208369508595242,0.271148058758678,0.128232992827646,0.687240663900415,0.450967530337816,0.028735632183908,1.76450754879556,0,0.0786602910430769,0.109051254089422,0.0315187536584268,0.0983284169124877,0.336063852131905,0.0120273090664686,0.0382995021064726,0.191064079952969,0,0,0.053242466191034,0.611938575222261,0.334662489319282,0.292202371013525,4.22480620155039,0.00397808077493013,0.00134415377119142,0.475493782004389,0.982257793697879,0.173913043478261,0.0926474948117403,0.242952097180839,0.925925925925926,0.00142522215650364,0.0447027268663388,0.17910447761194,0,0.0755848376815611,0.373948270489249,0.0209907640638119,0.0775193798449612,0.317483594236903,0.0533083445488034,0,0.103153628396235,0.112464854732896,0.032478077297824,0.0401203610832497,0.643539467068879,0.00136652158762478,0,0,0.0590427691058711,0,0.396885971607388,0.00309048043725883,0.0495589255624938,1.93389951908319,0.0186666666666667,0,1.14187938680728,0.0784724038713053,0.428998570004767
"Veillonella_parvula",0.711964092245782,0.595058285090024,0.329460214737461,0.00609379216686544,0.405510167571113,0.5967195045316,16.5963431786217,0.709331034212486,4.84936575052854,0.687550101745082,0.00430398666546677,0.320253715564952,0.894454382826476,0.253881251035251,0.597719624290522,0.0459432141872645,0.0642027690933452,0.845167180395737,0.376587698487052,0.295190137176593,0.143023151872709,1.54314279504456,0.37603734439834,0.440034984147808,0.103448275862069,1.67459633611808,0.00869315180249159,0.233910865470202,1.9629225736096,0.829618623080733,2.45821042281219,0.525099768956102,0.0282995507446319,0.974896417255667,0.209124243964169,0.0242910838937329,0.0115620302925194,0.079103092626679,0.54266251010276,0.526915408715466,0.709634329604275,5.46511627906977,0.0119342423247904,0.0221785372246585,0.512070226773958,0.689469412884088,2.26086956521739,0.0741179958493922,1.42104056841623,2.77777777777778,0.000712611078251822,0.536432722396066,0.895522388059702,0,0.3098978344944,0.966033032097227,0.0279876854184159,0.290697674418605,0.532316603732082,0.0535473954212196,0.0352236703064459,0.74505646028977,0.206185567010309,0.0649561545956479,0.0367769976596456,1.31724484665661,0.0211810846081841,0.0234530743071571,0.0196806117858749,0.0664231152441049,0.0440140845070423,1.29751183025492,0.0133920818947883,1.65526811378729,1.99529315460964,0.461333333333333,0.139275766016713,1.37933442748891,5.33612346324876,0.684664384452052
"Veillonella_atypica",0.619099210648506,2.87928758529652,0.108839535225768,0.000870541738123634,0.870654183314449,2.78311159800657,0.562587904360056,0.137163459654348,6.76532769556025,0.129493741135845,0.0121294169663154,0.432187053043965,2.14669051878354,0.27164992696773,3.28996936059069,0.312413856473399,0.309848146493971,2.02930515506784,2.21334339678409,2.25733634311512,0.22049402580376,0.165181482286459,5.07002074688797,2.65660872417186,1.16666666666667,14.977709511857,0.000668703984807045,3.69496367136558,0.436205016357688,0.0247647350173353,0,2.31043898340685,0.220913368000283,0.456112252358901,2.54710588985542,0.0115063028970314,0,0.272297184234145,3.38298118000231,5.66078040444318,0.851561195525129,6.31782945736434,0.0288410856182435,0.0137775761547121,1.70080468178493,3.53689763250686,0,0.00370589979246961,3.61677744671098,2.03703703703704,0.00926394401727369,0.447027268663388,1.37313432835821,0,5.12213250022046,2.80461202866937,0.0384830674503219,2.0671834625323,2.89621292664149,0.193392155784673,0,1.19240371457522,0,0.0649561545956479,0.641925777331996,2.03117144293615,0,0.32052534886448,0.00140575798470535,1.17901029558286,0.0440140845070423,2.68661273088078,0.0364971023066757,1.97244523738725,2.29202905965415,0.304,0,4.46624995635018,0.0174383119714012,7.2539758200806
"Leuconostoc_carnosum",0,0.000413809655834509,0,0,0,0.000638490205896289,0,0,0,0,0,0,0,0.000301163998855577,0,0,0,0.000225980529517577,0.000131950840394902,0,0,0,0,0,0,0,0,0,0,0.00028141744337881,0,0,0,0,0.000871869986747576,0,0,0,0,0,0.01669727834363,0,0,0,0,0.000349806906587564,0,0,0,0,0,0,0,0,0.00377924188407805,0,0,0.0129198966408269,0,0,0,0,0,0,0,0,0,0.457334948989563,0,0,0,0,0,0,0.0102322725877417,0,0,0,0,0
"Lactobacillus_rhamnosus",0,0.00206904827917255,0,0,0,0.000302442729108769,0.140646976090014,1.35595877258298,0.0132135306553911,0,0,0,0,0,0,0,0,0,0.00158341008473883,0,0,0,0,0,0,0,0.000668703984807045,0,0,0.00028141744337881,0,0.0210039907582441,0,0,0.0406042308113871,0,0.0115620302925194,0,0,0,0,0,0,0,0,0.00664633122516371,0,0,0,0,0,0,0,0,0.00125974729469268,0,0,0,0,0,0.017611835153223,0,0,0,0,0.0100553041729512,0.00068326079381239,0,0,0,0,0,0,0.0198235702249975,0,0,0,0.00698397178475399,0.0435957799285029,0
"Lactobacillus_delbrueckii",0,0.00165523862333804,0,0.000870541738123634,0,0.000705699701253793,0,2.41603636791159,0.93816067653277,0.00924955293827465,0,0.00621851874883403,0,0.000150581999427788,0,0,0,0.00180784423614061,0.000263901680789805,0,0,0.0456422516844164,0,0,0,0,0,0,0,0,0,0,0,0.00348177291877024,0.00149463426299585,0.0268480400930732,0,0,0,0.00712047849615494,0,0,0,0.00336038442797856,0,0.00174903453293782,0,0,0.00458400183360073,0,0,0,0,0,0.00251949458938537,0,0,0.00645994832041344,0,0.000239050872416159,0,0.000522296852639166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610340918999041,0
"Enterococcus_faecalis",0,0.00206904827917255,0.00294160906015591,0,0,0.00248675132822765,0,0,0.0132135306553911,0.00924955293827465,0,0,0,0.0013552379948501,0,0,0,0.00338970794276365,0.00369462353105727,0,0,0,0,0.0163988192850115,0,0.00374630052822837,0.186568411761166,0.0134550497836842,0,0.0028141744337881,0,0,0.00017687219215395,0.00348177291877024,0.00348747994699031,0.00127847809967015,0,0,0,0,0.01669727834363,0.0581395348837209,0,0,0,0.00839536575810153,0,0,0.0137520055008022,0,0,0,0,0,0.00377924188407805,0,0.00699692135460397,0.00645994832041344,0.00219965538732265,0,0,0.00182803898423708,0.0187441424554827,0,0.00668672684720829,0,0.00068326079381239,0,0,0,0,0.0457945351854679,0,0.00991178511249876,0.0102322725877417,0,0,0.00349198589237699,0.0261574679571017,0.00866663777787407
"Lactococcus_lactis",0,0.00993143174002822,0.00588321812031181,0.0026116252143709,0.00596338481722226,0.00416698871216525,0,0.0215542579456833,0.11892177589852,0.0123327372510329,0.000391271515042433,0.0124370374976681,0,0.000602327997711154,0.0200914159425385,0,0,0.00790931853311519,0.00329877100987256,0.0173641257162702,0,0,0,0.00273313654750191,0,0,0,0.0900453331677327,0.109051254089422,0.00112566977351524,0,0.0210039907582441,0,0.00696354583754048,0.0120816269592164,3.77278887212662,0,0,0,0,0.392386041075305,0,0,0.000336038442797856,0.164594001463058,0.0426764426036828,0.173913043478261,0.00370589979246961,0.00916800366720147,0,0.00213783323475547,0,0.119402985074627,0.00554078014184397,0.0113377256522342,0,0,0.0129198966408269,0.0095318400117315,0,0,0.0261148426319583,0.0187441424554827,0,0.00334336342360415,0.16088486676722,0.00136652158762478,0,0,0,0,0,0,0,0.327432722807736,0.00533333333333333,0,0.013967943569508,0.14822565175691,0.00433331888893704
"Streptococcus_agalactiae",0.0154774802662127,0.0120004800192008,0.00294160906015591,0,0.0357803089033335,0.0298074111910531,0,0.0195947799506212,0.0132135306553911,0.114077819572054,0,0.0279833343697531,0,0.0025598939902724,0,0,0,0.00994314329877338,0.0055419352965859,0.0347282514325404,0,0.0173875244512063,0,0.0218650923800153,0,0.0112389015846851,0.00869315180249159,0.0641702374298785,1.14503816793893,0.00028141744337881,0,0.0210039907582441,0.00017687219215395,0.00696354583754048,0.0154445540509571,0,0,0,0,0,0.00834863917181499,0.116279069767442,0,0,0.0365764447695684,0.0919992164325292,0,0.0333530981322265,0.0137520055008022,0,0,0,0,0,0,0,0.010495382031906,0.0516795865633075,0.00733218462440884,0.000239050872416159,0,0.00417837482111333,0,0,0.00334336342360415,0,0.00478282555668673,0,0.0449842555105713,0.00738034613823388,0,0.0152648450618226,0.000147165735107563,0,0.0511613629387087,0.00533333333333333,0,0.00698397178475399,0.0523149359142035,0
"Streptococcus_cristatus",0.0619099210648506,0.0442776331742925,0.161788498308575,0,0.667899099528893,0.0595140081390699,0,0.344868127130932,0.0528541226215645,0.36381574890547,0.000782543030084867,0.136807412474349,0.0178890876565295,0.00933608396452288,0.0452056858707117,0.174584213911605,0.0307056721750782,0.0863245622757143,0.0245428563134519,0.138913005730161,0.00297964899734811,0.632471201912628,0.0259336099585062,0.270580518202689,0.00574712643678161,0.0224778031693702,0.00334351992403523,0.62307230536753,0,0.00365842676392453,0,0.10501995379122,0.00123810534507765,0.43870338776505,0.255582458972289,0,0.115620302925194,0,0.0808220759727514,0.0569638279692395,0.275505092669895,0.290697674418605,0,0.00100811532839357,0.109729334308705,0.476087199865674,0.173913043478261,0.118588793359028,0.110016044006418,0,0,0.134108180599017,0.0597014925373134,0.0221631205673759,0.0163767148310049,0.124649423496416,0.0524769101595298,0.103359173126615,0.0146643692488177,0.0129087471104726,0,0.00992364020014415,0.0187441424554827,0,0.170511534603811,0.180995475113122,0.00273304317524956,0.0508149943321737,0,0.0147606922764678,0,0.259502366050985,0,0.15858856179998,0.675329990790955,0.048,1.1142061281337,0.150155393372211,0.226698055628215,0.0259999133336222
"Streptococcus_equi",0,0.0103452413958627,0.00588321812031181,0,0.0178901544516668,0.0143492272588271,0,0.017635301955559,0.0132135306553911,0.0924955293827465,0,0.0279833343697531,0.0178890876565295,0.00271047598970019,0,0,0,0.00926520171022065,0.00435437773303178,0,0,0.0130406433384047,0.00648340248962656,0.030064502022521,0,0.00374630052822837,0,0.0869403216791902,0.109051254089422,0.00028141744337881,0,0.0210039907582441,0,0.0104453187563107,0.00759772417022888,0,0,0,0.0461840434130008,0.0142409569923099,0.01669727834363,0.0387596899224806,0,0.000672076885595712,0,0.0321822354060559,0,0.0148235991698784,0.0137520055008022,0,0,0,0,0,0.00125974729469268,0,0.00349846067730199,0.0129198966408269,0.00586574769952707,0.000239050872416159,0,0.00391722639479374,0,0.032478077297824,0.0100300902708124,0.0100553041729512,0.00341630396906195,0,0.00843454790823212,0.00184508653455847,0,0,0.000147165735107563,0,0.0716259081141922,0.00533333333333333,0,0.00698397178475399,0.0261574679571017,0
"Streptococcus_thermophilus",0.0619099210648506,0.0856585987577434,0.0264744815414031,0.00174108347624727,0.0119267696344445,0.0232544853936964,0.70323488045007,0.568248618568013,8.7869978858351,0.141826478386878,0.000782543030084867,0.0684037062371743,0.035778175313059,0.0129500519507898,0.0652971018132503,0.0183772856749058,0.00837427422956677,0.0723137694456246,0.0599056815392857,0.0173641257162702,0,0.160834601173658,0.0453838174273859,0.0437301847600306,0.0402298850574713,0.0262241036975986,0.0347726072099664,0.290836076093482,0,0.00196992210365167,0,0.0840159630329763,0.000530616576461849,0.0313359562689321,0.11508683825068,0.0409112991894449,0.0115620302925194,0.00152121331974383,0.0692760651195012,0.0284819139846198,0.11688094840541,0.0387596899224806,0.00994520193732534,0.000672076885595712,0.0548646671543526,0.132576817596687,21.0434782608696,0.0407648977171657,0.0825120330048132,0.185185185185185,0,0.0447027268663388,0,0.00554078014184397,0.0214157040097756,0.0934870676223123,0.00349846067730199,0.0775193798449612,0.126846794002273,0.00215145785174543,0,0.0154077571528554,0,0.032478077297824,0.0200601805416249,0.0100553041729512,0.0225476061958089,0.0195442285892976,0.00281151596941071,0.00922543267279235,0,0.0152648450618226,0.000147165735107563,0.00991178511249876,0.399058630921928,0.0133333333333333,0.278551532033426,0.020951915354262,0.906792222512861,0.0346665511114963
"Streptococcus_pseudopneumoniae",0.52623432905123,0.359186781264354,0.117664362406236,0.00174108347624727,0.155048005247779,0.36756873011019,0.70323488045007,0.068581729827174,0.0396405919661734,2.81186409323549,0.0070428872707638,0.41664075617188,0.035778175313059,0.0385489918535138,0.0251142699281732,0.248093356611229,0.0307056721750782,0.279085953954207,0.164674648812838,0.260461885744053,0,0.197783090632471,0.116701244813278,3.2906964031923,0,0.0936575132057094,0.000668703984807045,2.53679438613923,0.109051254089422,0.00478409653743978,0,1.02919554715396,0.000353744384307899,0.504857073221684,0.120318058171166,0.00894934669769107,0,0.0167333465171821,1.39706731324327,0.0640843064653945,2.26248121556186,1.72480620155039,0,0.000672076885595712,0.731528895391368,3.87551071808362,0.173913043478261,0.244589386302994,0.357552143020857,0.185185185185185,0,0,0.0597014925373134,0.0166223404255319,0.0226754513044683,0.436272982237457,0.0489784494822278,0.0968992248062016,0.106316677053928,0.0114744418759756,0,0.0715546688115657,0.149953139643861,0.454693082169536,0.117017719826145,1.05580693815988,0.00136652158762478,0,0,0.0461271633639618,0.0440140845070423,0.152648450618226,0,0.624442462087422,0.920904532896756,0.117333333333333,0.417827298050139,0.621573488843105,0.392362019356526,0.0693331022229926
"Streptococcus_gordonii",0.23216220399319,0.0951762208419371,0.214737461391381,0.000870541738123634,0.172938159699445,0.0997388911105361,0,0.256691617353137,0.35676532769556,0.724548313498181,0.00195635757521217,0.161681487469685,0.035778175313059,0.0162628559382011,0.0452056858707117,0.128640999724341,0.0195399732023225,0.156152545896646,0.0517247294348018,0.104184754297621,0.00297964899734811,0.0978048250380352,0.0713174273858921,0.248715425822674,0.0114942528735632,0.089911212677481,0.00334351992403523,1.44900536131984,0.054525627044711,0.00731685352784907,0,0.46208779668137,0.000353744384307899,0.0835625500504857,0.328321326438087,0,0,0.14299405205592,0.173190162798753,0.0427228709769297,0.3339455668726,0.755813953488372,0.000994520193732534,0.0147856914831057,0.109729334308705,0.429912688196116,0.695652173913043,0.370589979246961,0.229200091680037,0,0,0.178810907465355,0.0597014925373134,0.0277039007092199,0.0743250903868684,0.0623247117482082,0.0454799888049258,1.828165374677,0.0483924185210984,0.00621532268282013,0,0.0261148426319583,0.0749765698219307,0.16239038648912,0.0635239050484788,0.140774258421317,0.00546608635049912,0.519876480475316,0,0.0553525960367541,0,0.274767211112807,0.000294331470215127,0.0594707106749926,0.839046352194822,0.0613333333333333,0,0.0838076614170479,0.392362019356526,0.0519998266672444
"Streptococcus_equinus",0.046432440798638,0.0508985876676446,0.00294160906015591,0,0.0357803089033335,0.0142148082681121,0,0.337030215150684,0.145348837209302,0.0585805019424061,0.000391271515042433,0.0466388906162552,0.0715563506261181,0.00527036997997259,0,0.0367545713498116,0.00279142474318892,0.0146887344186425,0.0399811046396555,0,0.00297964899734811,0.0282547272332102,0.0259336099585062,0.0437301847600306,0.00574712643678161,0.0149852021129135,0.0481466869061073,0.176985654846923,0.054525627044711,0.00112566977351524,0,0.0840159630329763,0.00159184972938555,0.0104453187563107,0.0536822806126008,0.00383543429901046,0,0,0.0923680868260016,0,0.03339455668726,0.116279069767442,0,0,0.0365764447695684,0.0720602227570381,0.521739130434783,0.0148235991698784,0.00458400183360073,0,0,0,0,0.00554078014184397,0.00881823106284879,0.0311623558741041,0,0,0.0667228800821205,0.000956203489664636,0,0.00496182010007208,0,0,0.00668672684720829,0.0301659125188537,0.0191313022267469,0,0,0.00553525960367541,0,0.0152648450618226,0.000147165735107563,0.0495589255624938,0.112554998465159,0.00533333333333333,0,0.020951915354262,0.348766239428023,0.0563331455561815
"Streptococcus_pneumoniae",2.8169014084507,1.06018033824801,0.411825268421827,0.00348216695249454,0.614228636173892,1.97175857005078,0.281293952180028,0.548653838617392,0.383192389006343,10.889806992662,0.0230850193875036,2.28530564019651,0.143112701252236,0.156755861404328,0.291325531166809,0.744280069833686,0.203774006252791,1.54751466613637,0.755418561260817,1.51067893731551,0.0148982449867406,0.980221690936753,0.589989626556017,9.10407783972887,0.0574712643678161,0.412093058105121,0.0113679677417198,9.69798588254777,0.708833151581243,0.0135080372821829,0,4.72589792060491,0.000707488768615798,1.87319383029839,0.53595093613926,0.0178986933953821,0.161868424095271,0.0775818793069352,6.08474771966286,0.291939618342353,8.60744698614126,6.14341085271318,0.000994520193732534,0.0053766150847657,2.81638624725677,15.1200537303409,1.56521739130435,1.12659353691076,1.63190465276186,4.25925925925926,0,0.178810907465355,0.119402985074627,0.160682624113475,0.100779783575415,1.37114365846058,0.139938427092079,0.465116279069767,0.450929354401144,0.057133158507462,0,0.628584262151236,0.618556701030928,1.98116271516726,0.521564694082247,6.56611362493716,0.00614934714431151,0.132900754407224,0.00140575798470535,0.245396509096277,0.0440140845070423,0.900625858647535,0.000294331470215127,1.75438596491228,3.71431494935025,0.850666666666667,0.278551532033426,2.33613856200021,1.84846106896852,0.389998700004333
"Streptococcus_sanguinis",0.154774802662127,0.229664358988153,0.514781585527283,0,1.54451666766056,0.874866001068631,0,0.966022651565623,0.449260042283298,5.91663069618302,0.0023476290902546,1.04471114980412,0.161001788908766,0.0542095197940038,0.0602742478276157,0.486998070385004,0.0781598928092899,1.40921458207161,0.115325034505145,0.138913005730161,0,0.547707020212997,0.0907676348547718,0.379905980102766,0.028735632183908,0.104896414790394,0.00668703984807045,12.3858908277961,0.272628135223555,0.00225133954703048,0,0.336063852131905,0.00424493261169479,0.240242331395146,0.122684562420909,0,0.150306393802752,0.228181997961574,0.311742293037755,0.377385360296212,0.659542494573385,0.406976744186047,0.0129287625185229,0.00134415377119142,0.420629114850037,0.525759780601108,0.521739130434783,6.94856211088052,0.554664221865689,5.18518518518519,0.0064134997042664,1.43048725972284,0,0.0332446808510638,0.0302339350726244,0.280461202866937,0.0139938427092079,0.174418604651163,0.0454595446713348,0.0246222398588644,0.017611835153223,0.0146243118738966,0.149953139643861,0.292302695680416,0.227348712805082,1.05580693815988,0.00478282555668673,6.84048000625415,0,0.488947931657995,0,1.05327430926576,0.00220748602661345,0.614530676974923,1.04369180394966,0.0506666666666667,0.278551532033426,0.125711492125572,2.29313802423925,0.112666291112363
"Streptococcus_intermedius",0.0773874013310633,0.0264838179734086,0.0588321812031181,0,0.13119446597889,0.0236913471135202,0,0.135203981659286,0.303911205073996,0.382314854782019,0,0.127479634351098,0.035778175313059,0.0025598939902724,0.0753428097845196,0,0.00279142474318892,0.0329931573095662,0.00778509958329925,0.156277131446432,0,0.0173875244512063,0.0259336099585062,0.0519295944025364,0,0.00749260105645675,0.00200611195442114,0.185265685483036,40.8942202835333,0,2.3598820058997,0.10501995379122,0,0.013927091675081,0.0229177253659363,0,0,0.00456363995923148,0.057730054266251,0.0569638279692395,0.15027550509267,0.0193798449612403,0,0,0.201170446232626,0.0584177534001231,0,0.066706196264453,0.215448086179234,0.37037037037037,0,0,0,0,0.207858303624293,0.0311623558741041,0.00349846067730199,0.142118863049096,0.00439931077464531,0.00119525436208079,0,0.0725992625168441,0.112464854732896,0.032478077297824,0.023403543965229,0.0201106083459025,0.00068326079381239,0.0117265371535785,2.15643274853801,0.0239861249492601,0.110035211267606,0.106853915432758,0.000294331470215127,0.0198235702249975,0.17394863399161,0.0186666666666667,0,0.017459929461885,0.837038974627256,0.0433331888893704
"Streptococcus_constellatus",0.046432440798638,0.00289666759084156,0,0,0,0.00268837981430016,0,0.0411490378963044,0.0132135306553911,0.00616636862551643,0,0.0155462968720851,0.0715563506261181,0.000602327997711154,0,0.101075071211982,0,0.00723137694456246,0.00224316428671334,0.0520923771488106,0,0,0,0.0136656827375096,0,0.00374630052822837,0,0.0248400919083401,0.381679389312977,0,0,0.0420079815164881,0,0,0.00348747994699031,0,0,0.00304242663948766,0.0115460108532502,0,0,0.0387596899224806,0,0,0,0.00559691050540102,0.173913043478261,0.00370589979246961,0.00916800366720147,0,0,0.134108180599017,0,0,0.00377924188407805,0.186974135244625,0,0.0516795865633075,0.00146643692488177,0,0,0.033165850142587,0,0,0,0.0100553041729512,0,0,0.0112460638776428,0,0,0.0305296901236452,0,0,0,0.016,0,0,0,0.0173332755557481
