"","D5444","D7394","D3913","D7378","D81","D95","D994","D8906","D6124","D3434","D1611","D5419","D1005","D3425","D2758","D1736","D9637","D1651","D6772","D907","D3197","D1114","D1359","D3827","D2088","D1595","D1688","D3918","D2906","D2373","D2851","D2508","D6088","D4907","D5680","D8095","D5887","D6295","D9646","D9719","D6383","D7709","D5122","D7779","D443","D348","D1466","D9164","D6993","D3981","D1949","D6511","D1327","D3829","D3114","D2005","D10122","D2179","D7452","D1382","D3731","D6516","D1636","D4216","D2394","D1778","D2006","D6042","D3657","D2654","D4275","D2846","D6497","D5925","D7469","D10074","D6376","D6724","D9951","D10119"
"Tannerella_forsythia",0,0.00869000277252469,0,0,0,0.015861440904371,0.140646976090014,0.0156758239604969,0.303911205073996,0,0,0.121261115602264,0.536672629695885,0.00105407399599452,0.0251142699281732,0,0.00558284948637785,0.061918665087816,0.00171536092513373,0.329918388609134,0.00595929799469623,0.0173875244512063,0.00648340248962656,0.5712255384279,0,0.0412093058105121,0.000668703984807045,0.00310501148854251,0.054525627044711,0.000562834886757621,0,0.0210039907582441,0.000353744384307899,0.0417812750252429,0.0768491116890364,0.00127847809967015,0.0115620302925194,0,1.46634337836278,0.277698661350043,0.03339455668726,0.0968992248062016,0,0,0.0365764447695684,0.00244864834611295,0,0,0.49965619986248,0.37037037037037,0.000712611078251822,0.0447027268663388,0.358208955223881,0.00554078014184397,0.166286642899434,0.0311623558741041,0.0804645955779457,0.310077519379845,0.00293287384976354,0.00358576308624238,0,0.0639813644482978,0.0374882849109653,0.194868463786944,0.264125710464728,0.0402212166918049,0,0,0,0.00553525960367541,0,0.0305296901236452,0,0.118941421349985,0.0716259081141922,0,0,0.010475957677131,0.00871915598570058,0.0433331888893704
"Prevotella_enoeca",0.0619099210648506,0.0591747807843348,0.00588321812031181,0.00348216695249454,0,0.0324621862576745,1.12517580872011,0.219461535446957,0.792811839323467,0.0184991058765493,0.00156508606016973,0.472607424911386,0,0.01566052794049,0.145662765583404,0.0367545713498116,0.0167485484591335,0.0185304034204413,0.0310084474928021,0.0868206285813509,0.0625726289443104,0.123886111714845,0.285269709543568,0.254181698917678,0,0.509496871839059,0.00133740796961409,0.0144900536131984,0.054525627044711,0.00450267909406097,0.0983284169124877,0.357067842890149,0.00902048179985143,0.167125100100971,0.178484241572754,0,0,0.00760606659871914,0.669668629488512,0.313301053830817,0,0.0968992248062016,0,0,0.146305779078274,0.0160911177030279,0,0.0185294989623481,0.394224157689663,0.37037037037037,0.000712611078251822,0.268216361198033,0.119402985074627,0.0166223404255319,0.638691878409191,0.0311623558741041,0.00349846067730199,0.122739018087855,0.0593906954577116,0.00621532268282013,0,0.108376596922627,0.0187441424554827,0.454693082169536,0.0735539953192912,0.120663650075415,0,0,0.00140575798470535,0.0332115576220525,0,0.519004732101969,0.0155995679214017,0.604618891862424,0.184180906579351,0,0,0.0349198589237699,0.540587671113436,0.255665814447285
"Prevotella_denticola",0.247639684259403,0.162213385087128,0.0294160906015591,0.0443976286443054,0.023853539268889,0.139795750343609,20.5344585091421,0.107771289728416,4.67758985200846,0.043164580378615,0.00547780121059407,0.391766681176544,0.0715563506261181,0.0510472978060203,0.447034004721483,0.0918864283745291,0.036288521661456,0.0836127959215034,0.0782468483541772,0.798749782948428,0.0864098209230953,1.92784177352749,0.589989626556017,0.150322510112605,0,3.20683325216349,0.000668703984807045,0.0931503446562752,0.163576881134133,0.345862037912558,0.0983284169124877,0.0630119722747322,0.0399731154267926,0.320323108526862,0.493727518209627,0.00127847809967015,0,0.00912727991846297,1.27006119385752,0.526915408715466,0.1669727834363,0.251937984496124,0.00198904038746507,0.0208343834534671,0.128017556693489,0.063315050092349,39.8260869565217,0.0222353987548177,0.573000229200092,0.185185185185185,0,0.0894054537326777,0.298507462686567,0.332446808510638,0.672705055365894,0.342785914615145,0,0.63953488372093,0.193569674084393,0.0260565450933613,0,0.0584972474955866,0.0187441424554827,4.96914582656707,0.103644266131729,0.723981900452489,0,0.00781769143571903,0,0.0424369902948448,0.374119718309859,0.457945351854679,0.0406177428896875,6.12548319952423,0.214877724342576,0.0133333333333333,0.139275766016713,0.0977756049865559,0.0523149359142035,0.736664211119296
"Prevotella_fusca",0.0154774802662127,0.200697683079737,0.00882482718046772,0.0026116252143709,0.00596338481722226,0.165368963327139,0.421940928270042,0.209664145471646,0.330338266384778,0.0184991058765493,0,0.248740749953361,0.107334525939177,0.0355373518649581,0.236074137324828,0.00918864283745291,0.0167485484591335,0.0546872881432536,0.0996228844981514,0.104184754297621,0.101308065909836,0.030428167789611,0.589989626556017,0.169454465945119,0,0.535720975536658,0,0.159390589745182,0,0.0132266198388041,0,0.168031926065953,0.00760550426261983,0.0696354583754048,0.347876124712283,0,0,0.00608485327897531,0.207828195358504,0.548276844203931,0.041743195859075,0.290697674418605,0,0.00100811532839357,0.146305779078274,0.0531706498013097,0.695652173913043,0.048176697302105,0.206280082512033,0,0.000712611078251822,0,0.417910447761194,0.0720301418439716,0.330053791209483,0.124649423496416,0.00699692135460397,0.478036175710594,0.253693588004546,0.0179288154312119,0,0.0537965758218341,0.056232427366448,0.0649561545956479,0.0735539953192912,0.100553041729512,0,0,0,0.0295213845529355,0,0.534269577163792,0.00176598882129076,0.297353553374963,0.255806814693543,0.024,0,0.111743548556064,0,0.836330545564848
"Prevotella_jejuni",0.046432440798638,1.14749417562909,0.0647153993234299,0.0165402930243491,0.351839704216113,0.679992069279548,1.26582278481013,0.846494493866834,7.7431289640592,1.32885243879879,0.0293453636281825,0.121261115602264,0.250447227191413,0.102546341610324,1.78813601888593,1.4058623541303,0.120031263957124,0.569696914913811,1.26897123207778,0.173641257162702,0.506540329549179,0.0760704194740274,10.6003630705394,1.75467366349623,0.0114942528735632,20.7957142321957,0.0073557438328775,0.360181332670931,1.36314067611778,0.0230762303570625,0.393313667649951,3.0035706784289,0.378506491209452,0.236760558476376,1.77238713020257,0.0140632590963717,0,0.120175852259762,3.15206096293731,13.279692395329,0.158624144264485,2.05426356589147,0.000994520193732534,0.0235226909958499,1.35332845647403,1.24531258745173,0.695652173913043,0.274236584642751,1.07265642906257,1.48148148148148,0.0776746075294486,0.134108180599017,0.776119402985075,0.0775709219858156,5.72051246519948,2.49298846992833,0.0384830674503219,25.1485788113695,2.32136965208784,0.0647827864247791,0,0.94535730327689,0.168697282099344,0.292302695680416,0.167168171180207,0.633484162895928,0,0.0117265371535785,0.00140575798470535,0.236171076423484,0,4.50312929323767,0.0211918658554891,0.485677470512439,1.75995088509158,0.12,0,2.4129622516325,0.0784724038713053,19.3006023313256
"Prevotella_melaninogenica",0.681009131713357,10.5277314540857,0.138255625827328,0.00522325042874181,0.626155405808337,3.60632710189296,29.1139240506329,21.2113492965474,1.58562367864693,2.22914225812419,0.0997742363358205,0.466388906162552,2.7906976744186,2.9690252827177,16.525189612738,1.21290085454378,0.8820902188477,5.77515841235119,6.40515769444936,2.03160270880361,2.66082655463186,0.593349271897414,16.4419087136929,2.73860282059692,0.21264367816092,12.0443561982542,0.00133740796961409,0.340516259910162,0.599781897491821,0.0368656850826242,0.983284169124877,5.98613736609956,0.550426261983091,1.70606873019742,6.04317998385795,0.00767086859802092,0,0.244915344478756,4.17965592887657,26.8798063229849,0.46752379362164,19.3992248062016,0.0109397221310579,0.0282272291950199,2.74323335771763,2.13522135781049,2.78260869565217,5.6589089831011,0.857208342883337,11.2962962962963,0.0114017772520292,1.56459544032186,4.35820895522388,2.23293439716312,19.3232637532911,8.75662200062325,0.108452280996362,13.7467700258398,17.884664735858,0.463280590742516,0.0352236703064459,0.711107164868225,0.674789128397376,0.292302695680416,1.53794717485791,4.21317244846657,0,0.00781769143571903,0,0.684527104321193,0.110035211267606,14.287894977866,0.0133920818947883,2.59688769947468,15.3688734267881,0.0906666666666667,0,1.86821245242169,0.244136367599616,41.4351952160159
"Cutibacterium_acnes",0.046432440798638,0.0177938152008839,0.0205912634210913,0.000870541738123634,0.0119267696344445,0.0112911952200607,0,0.0117568679703727,1.17600422832981,1.77591416414873,0,0.0621851874883403,0,0.00240931199084461,0,0.0183772856749058,0.00558284948637785,0.0135588317710546,0.000395852521184707,0,0.00595929799469623,0.00652032166920235,0.0129668049792531,0.00546627309500383,0,0.0187315026411419,0,0.073485271895506,0.054525627044711,0.00168850466027286,0.0983284169124877,0.0420079815164881,0,0.013927091675081,0.00386113851273927,0,0,0,0,0.0142409569923099,0.55101018533979,0,0,0,0,0.155664073431466,0.695652173913043,0.00370589979246961,0.0320880128352051,1.11111111111111,0.00142522215650364,0.0447027268663388,0.0597014925373134,0,0.00503898917877074,0.0311623558741041,0,0.0129198966408269,0.000733218462440884,0.00334671221382622,0.17611835153223,0,0.0374882849109653,0,0,0.0301659125188537,0,0.0117265371535785,0.00140575798470535,0,0.0440140845070423,0.0305296901236452,0,0,0.511613629387087,0,0,0.020951915354262,0.104629871828407,0.00433331888893704
"Pseudopropionibacterium_propionicum",0.046432440798638,0.108831939484476,0.00882482718046772,0.00174108347624727,0.0775240026238893,0.0573969090353085,0,0.0156758239604969,0.0792811839323467,0.00616636862551643,0.0011738145451273,0.0777314843604253,0,0.00105407399599452,0.0200914159425385,0.0735091426996233,0.00837427422956677,0.00858726012166792,0.00989631302961769,0.138913005730161,0.00297964899734811,0.0521625733536188,0.0648340248962656,0.00273313654750191,0.00574712643678161,0.0337167047540554,0.000668703984807045,0,0.763358778625954,0.171101805574317,0,0.0210039907582441,0,0.0348177291877024,0.000622764276248269,0,0.0231240605850387,0.00304242663948766,0.0461840434130008,0.0356023924807747,0.05009183503089,1.18217054263566,0.000994520193732534,0.000336038442797856,0.109729334308705,0.0489729669222589,0,0,0.0825120330048132,0,0,0.0447027268663388,0.119402985074627,0,0.00881823106284879,0.0934870676223123,0.010495382031906,0.0193798449612403,0.0410602338966895,0.00454196657590702,0,0.00104459370527833,0.187441424554827,0.032478077297824,0.00334336342360415,0.0201106083459025,0.00136652158762478,0,0.00140575798470535,0,0,0.503739887040147,0,0,0,0,0,0,0,0.0346665511114963
"Bifidobacterium_longum",0,0.000827619311669018,0,0,0,0.00440222194591652,0,0,0.0132135306553911,0,0,0.00310925937441701,0.035778175313059,0.000150581999427788,0.0853885177557888,0,0,0.00836127959215034,0.000791705042369415,0,0,0.0326016083460117,0.0194502074688797,0,0,0.00749260105645675,0.00267481593922818,0.00207000765902834,0.054525627044711,0.000562834886757621,0,0,0,0,0.119819846750167,0,0,0,0,0.0427228709769297,0,0,0,0,0,0.0118934348239772,0,0,0.00458400183360073,0,0,0,0,0,0.149909928068429,0,0,0,0.00146643692488177,0.00286861046899391,0,0.00104459370527833,0,0,0,0,0,0,0.00140575798470535,0,0,0,0,0,0.0102322725877417,0,0,0.00349198589237699,0.496991891184933,0.0519998266672444
"Actinomyces_gaoshouyii",0,0,0,0,0,0.00890525813486929,0,0.00391895599012423,0.0264270613107822,0.00616636862551643,0,0.00310925937441701,0,0.000602327997711154,0,0,0,0.00429363006083396,0.000263901680789805,0,0,0.00869376222560313,0,0.00546627309500383,0,0.00749260105645675,0.000668703984807045,0,0,0.000844252330136431,0,0,0.00017687219215395,0,0.00099642284199723,0,0,0,0,0,0,0.0193798449612403,0,0,0,0.024836290367717,0,0.00370589979246961,0,0,0,0,0,0,0,0,0,0,0.00513252923708619,0.000239050872416159,0,0.000261148426319583,0,0,0,0.0402212166918049,0.00068326079381239,0,0,0,0,0.0152648450618226,0,0,0,0,0,0,0,0
"Actinomyces_radicidentis",0,0.00206904827917255,0,0,0,0.0303114824062344,0.140646976090014,0.0117568679703727,0.0396405919661734,0.043164580378615,0,0.00310925937441701,0,0.00271047598970019,0.00502285398563464,0,0.0167485484591335,0.0178524618318886,0.000791705042369415,0,0.00595929799469623,0.019560965007607,0.0129668049792531,0,0,0,0.000668703984807045,0.00103500382951417,0,0.00140708721689405,0,0.0630119722747322,0.00229933849800134,0,0.00186829282874481,0,0.0231240605850387,0,0,0,0,0,0,0,0.0182882223847842,0.0647142777186993,0,0.00370589979246961,0.0275040110016044,0.185185185185185,0,0.0894054537326777,0,0,0.00377924188407805,0,0,0.0129198966408269,0.0131979323239359,0.000478101744832318,0,0,0,0,0,0.0201106083459025,0.00204978238143717,0,0,0.00184508653455847,0.0440140845070423,0.0152648450618226,0.0032376461723664,0,0.0102322725877417,0,0,0,0.0174383119714012,0
"Actinomyces_oris",0.263117164525615,0.00496571587001411,0.0647153993234299,0.00174108347624727,0.0119267696344445,0.0514824734438481,0.562587904360056,0.0960144217580437,0.396405919661734,0.157242399950669,0.000391271515042433,0.0808407437348424,0.035778175313059,0.00195756599256125,0.0652971018132503,0.101075071211982,0,0.0169485397138183,0.00448632857342668,0.0520923771488106,0.0148982449867406,0.267333188437296,0.00648340248962656,0.00273313654750191,0.0402298850574713,0.0524482073951972,0.00869315180249159,0.113850421246559,0.054525627044711,0.0135080372821829,0,0.126023944549464,0.0010612331529237,0.0417812750252429,0.00871869986747576,0.00255695619934031,0.127182333217713,0.00608485327897531,0,0.0356023924807747,0.10018367006178,0,0,0.00201623065678714,0.0182882223847842,0.0615660155594112,0.173913043478261,0.0555884968870442,0.0550080220032088,0.740740740740741,0,0.223513634331694,0,0,0.044091155314244,0,0,0.148578811369509,0.00659896616196796,0.0274908503278583,0,0.00417837482111333,0,0.032478077297824,0.0133734536944166,0.49270990447461,0.0232308669896213,0.0547238400500332,0,0,0,0.366356281483743,0.00176598882129076,0.0297353553374963,0.695794535966438,0.00533333333333333,0,0.0419038307085239,0.863196442584358,0.0129999566668111
"Actinomyces_naeslundii",0.123819842129701,0.0045519062141796,0.0205912634210913,0,0.0119267696344445,0.048256417666688,0.70323488045007,0.0646627738370498,0.251057082452431,0.104828266633779,0,0.0466388906162552,0.143112701252236,0.00090349199656673,0.0452056858707117,0.0275659285123587,0.0139571237159446,0.0169485397138183,0.00435437773303178,0.0173641257162702,0.0119185959893925,0.223864377309281,0.00648340248962656,0.0109325461900077,0.028735632183908,0.0449556063387405,0.0120366717265268,0.073485271895506,0,0.0123823675086677,0,0.10501995379122,0.00194559411369344,0.0452630479440131,0.00411024422323857,0.00255695619934031,0.0578101514625968,0.00304242663948766,0,0.0854457419538593,0.10018367006178,0,0,0.000672076885595712,0.0182882223847842,0.0556192981474226,0,0.0444707975096353,0.0320880128352051,0.925925925925926,0,0.268216361198033,0,0,0.0302339350726244,0.0311623558741041,0,0.213178294573643,0.00733218462440884,0.0310766134141007,0,0.00339492954215458,0,0.0974342318934719,0.00334336342360415,0.553041729512318,0.0163982590514974,0.0664503772036118,0,0.00738034613823388,0,0.183178140741871,0.000882994410645381,0.0198235702249975,0.429755448685153,0.008,0,0.0384118448161469,0.645217542941843,0
"Schaalia_odontolytica",0.046432440798638,0.410499178587833,0.0235328724812472,0.00435270869061817,0.274315701592224,12.851060397813,0,10.7340204569503,2.28594080338266,4.27329345748289,0.00273890060529703,0.0310925937441701,1.23434704830054,0.685901007393576,0.130594203626501,0.661582284296609,0.407548012505583,8.75538963562899,0.461564039701369,1.14603229727383,1.00116206310897,0.410780265159748,3.17038381742739,0.967530337815677,0.0747126436781609,4.86644438616866,0,0.01242004595417,0.109051254089422,0.351771804223513,0.0983284169124877,5.92312539382483,0.0187484523683187,0.177570418857282,0.710449486344025,0,0,0.0730182393477037,3.47534926682831,1.13215608088864,0.00834863917181499,3.00387596899225,0.00198904038746507,0,3.03584491587418,2.11493255722841,0,1.71212570412096,0.0595920238368095,0.740740740740741,0.00285044431300729,0.178810907465355,0.656716417910448,0,0.0566886282611708,2.05671548769087,0.0699692135460397,0.0322997416020672,0.146643692488177,0.50535354428776,0,0.0660705518588545,0.543580131208997,0,0.140421263791374,0.392156862745098,0,0.00390884571785952,0.00562303193882141,0.616258902542529,0,4.82369103953595,0.00544513219897985,0.138764991574983,1.9134349739077,0.00266666666666667,0,0.195551209973112,0.0610340918999041,1.17432941890194
"Rothia_aeria",0.092864881597276,0.854516939298262,0.182379761729666,0.000870541738123634,0.494960939829447,0.270787056795384,0,0.0489869498765529,0.264270613107822,0.0863291607572301,0.0011738145451273,0.519246315527641,0.0178890876565295,0.0530048637985815,0.0602742478276157,0.312413856473399,0.0921170165252345,0.727205343987562,0.0522525327963814,0.95502691439486,0.0148982449867406,0.369484894588133,0.350103734439834,0.11479173499508,0.0517241379310345,0.0786723110927959,0.028754271346703,0.0476101761576518,0,0.0112566977351524,0,0.0630119722747322,0.000707488768615798,0.473521116952752,0.012579838380215,0.00255695619934031,0.0809342120476356,0.0502000395515463,0.161644151945503,0.128168612930789,0.676239772917015,11.9573643410853,0.00795616154986027,0.0030243459851807,1.66422823701536,0.387935859405608,0,0.00370589979246961,0.531744212697685,2.03703703703704,0.012114388330281,0,0,0.86436170212766,0.0151169675363122,0.15581177937052,0.0349846067730199,0.568475452196382,0.0469259815962166,0.00908393315181404,0,0.0932299881960911,0.412371134020619,0.129912309191296,0,0.623428858722976,0.0498780379483045,2.06387053902982,0.00281151596941071,0.0276762980183771,0.0440140845070423,0.976950083956648,0.00176598882129076,0.118941421349985,3.63245676864832,0.00266666666666667,0,0.300310786744422,0.226698055628215,0.0519998266672444
