truth,pred,fold_id
environmental,0.382072337,4
environmental,0.682047714,4
environmental,0.604885731,4
environmental,0.457054986,4
environmental,0.853334835,4
environmental,0.293845093,4
environmental,0.890974398,4
environmental,0.368618163,4
environmental,0.806188215,4
environmental,0.935425734,4
environmental,0.478417893,4
environmental,0.481629874,4
environmental,0.392741506,4
environmental,0.880709403,4
environmental,0.756464515,4
clinical,0.493852963,4
environmental,0.81844162,4
clinical,0.194883634,4
environmental,0.54552962,4
environmental,0.534908392,4
environmental,0.61804174,4
environmental,0.342488816,4
clinical,0.666663896,4
environmental,0.476354559,4
environmental,0.548306903,4
environmental,0.41361294,4
environmental,0.78231408,4
environmental,0.76128825,4
environmental,0.61188621,4
environmental,0.731753944,4
environmental,0.743522565,4
environmental,0.809070814,4
environmental,0.74706629,4
clinical,0.462192879,4
environmental,0.595709911,4
clinical,0.71469026,4
environmental,0.709641605,4
environmental,0.574905292,4
environmental,0.761174953,4
environmental,0.724920411,4
clinical,0.365872745,4
clinical,0.638063638,4
environmental,0.600560433,4
clinical,0.592154298,4
environmental,0.690852232,4
environmental,0.476431839,4
clinical,0.460531239,4
environmental,0.635965225,4
environmental,0.787058859,4
environmental,0.59068938,4
environmental,0.437242142,4
clinical,0.364621263,4
environmental,0.533994846,4
environmental,0.535533392,4
clinical,0.573588872,4
environmental,0.649833841,4
environmental,0.528922397,4
clinical,0.298976016,4
environmental,0.26659212,4
environmental,0.401389854,4
environmental,0.653094056,4
environmental,0.681374889,4
environmental,0.459043668,4
environmental,0.610703264,4
clinical,0.712219085,4
environmental,0.859995941,4
environmental,0.857196125,4
environmental,0.759984346,4
environmental,0.593208276,4
environmental,0.643581542,4
environmental,0.848576746,4
environmental,0.404404544,4
environmental,0.470426691,4
environmental,0.743227863,4
environmental,0.792962415,4
environmental,0.727118452,4
environmental,0.69281742,4
environmental,0.576022969,4
clinical,0.432553694,4
environmental,0.622786755,4
environmental,0.320932837,4
environmental,0.745818424,4
environmental,0.688040151,4
environmental,0.783054182,4
environmental,0.642440605,4
environmental,0.726367866,4
environmental,0.32012687,4
environmental,0.794933588,4
environmental,0.304293259,4
environmental,0.353891279,4
clinical,0.444906099,4
clinical,0.52209253,4
environmental,0.856124323,4
environmental,0.741821996,4
clinical,0.347340267,4
environmental,0.660144719,4
environmental,0.666195951,4
environmental,0.551208243,4
