Metabolites,D1005,D10074,D10119,D10122,D1114,D1327,D1359,D1382,D1466,D1595,D1611,D1636,D1651,D1688,D1736,D1778,D1949,D2005,D2006,D2088,D2179,D2373,D2394,D2508,D2654,D2758,D2846,D2851,D2906,D3114,D3197,D3425,D3434,D348,D3657,D3731,D3827,D3829,D3913,D3918,D3981,D4216,D4275,D443,D4907,D5122,D5419,D5444,D5680,D5887,D5925,D6042,D6088,D6124,D6295,D6376,D6383,D6497,D6511,D6516,D6724,D6772,D6993,D7378,D7394,D7452,D7469,D7709,D7779,D8095,D81,D8906,D907,D9164,D95,D9637,D9646,D9719,D994,D9951
EX_uri_e_,15.8290169,10.7791342,54.4943941,8.7733998,18.5661572,5.5936642,2.6431373,11.3006427,6.8447306,13.2028545,7.9767132,4.6764832,3.9576772,39.8186417,13.3005586,34.2433201,28.6247643,23.9734624,16.3641383,9.6717912,38.638686,16.909563,23.9390908,16.7129732,0.2229701,14.7869196,10.2423115,24.6311656,9.428561,4.9444343,42.889999,12.1503634,2.5390784,7.7780749,16.1499365,7.1749465,22.7930474,32.6541937,11.7787239,19.4529871,15.663222,0.112935,4.0642062,20.9349184,6.5957064,61.1123739,0.7822511,43.6337754,0.2406958,28.4764615,27.6111833,18.160398,4.4926856,16.5705645,0.372151,34.0000558,27.1021447,17.4494864,14.8939908,6.5583557,52.7170337,0.9611446,16.1952519,17.386431,0.581267,34.2706342,0.8732165,5.8082471,44.0344633,11.1017491,13.9527802,6.7580455,39.0080313,9.4295586,12.9669924,4.0389688,1.2449626,14.5430794,25.7143487,1.7307742
EX_pydx_e_,16.39153737,2.57742843,10.81217058,32.60604204,4.46809254,3.87201788,33.01130844,4.61978393,0.77880202,26.13017699,12.25352311,9.97471494,5.84498573,27.55662111,3.72076309,15.42625995,68.05901286,45.9311558,9.65184886,41.74672501,0.02965236,3.97762052,54.07543739,18.6002035,7.57090201,12.43113809,8.79415599,25.09384924,46.37191974,12.95913861,18.35050561,8.04936782,7.87459623,14.12382758,2.20895476,24.47169446,15.23733692,0.58207518,8.38536905,37.50920028,25.52286847,7.77647685,3.88023851,5.68789371,51.56650767,33.53983101,13.94015087,1.37155242,18.42973111,0.94311661,4.6629999,36.68395137,8.88593718,32.89730998,5.02660919,32.82978474,8.4926842,22.49475324,5.65873283,10.4869757,4.42786363,2.31187228,2.46739727,16.35828233,1.17499474,8.65475401,0.09288941,3.31150119,38.43838885,2.79974815,21.07098242,8.39853679,90.87219298,2.36087446,0.08265128,10.34410008,0.24337152,18.19519807,4.19249638,10.14222065
EX_tlf_a_m1_e_,18.85549621,5.88710368,3.9232789,8.72634831,4.61676332,31.38537863,36.50695927,10.2184587,5.70203126,7.33994022,12.34134058,10.85681368,19.0973304,43.69702708,0.65446547,23.40794555,54.00418763,2.00191919,11.47216801,24.60255132,3.2979138,31.25348427,12.96109483,8.80685795,17.22743429,13.23766523,8.72215504,8.97867781,42.9639122,6.1655058,1.4781572,13.25420457,0.11008504,11.94988046,32.77837883,36.78985899,11.02665185,23.49540873,1.20117525,31.00702799,69.13729982,19.36030318,12.84268781,30.00473088,6.86602611,49.99072584,25.83935667,19.51644479,4.34824991,20.37162995,42.02413747,3.31247242,24.84970149,17.54036739,19.36030318,20.33676509,20.72898935,16.01850089,6.47541001,19.11969674,1.55895446,23.91552637,8.32887533,11.69103916,57.84185143,17.07722619,31.28065068,10.44384876,20.33676509,0.34621386,15.52168011,0.41832477,19.22653064,2.89818035,13.06611606,0.27767676,0.07009659,25.43407344,6.04446538,41.17849934
EX_dopa_e_,16.84000664,11.04194584,11.75733285,22.45617458,3.62004059,18.78452445,5.04472333,2.37605474,0.04205569,2.53868561,6.51068142,5.58362736,15.31578317,2.1913003,15.60245865,56.88066083,41.41761861,26.52933021,25.58701936,4.53668425,10.98441545,0.92930392,28.1659662,14.56207639,15.38054165,0.89902495,15.67178352,18.83234003,45.89311749,1.65761367,7.29135775,13.61935525,4.83729949,11.9150976,12.51702942,25.4316161,18.83234003,10.99691052,15.8226896,5.1522666,14.77223585,23.27858787,22.07118969,12.38051407,3.2850696,21.71918567,26.89922986,22.57257092,18.17627425,2.87465033,12.29877263,25.15575957,8.557011,45.1178342,5.65193499,1.31866973,14.38159644,5.77018029,30.80647441,48.38211286,35.04949466,15.64227197,0.07277382,22.16255688,13.07657593,28.30406929,50.51780898,10.72590948,4.43112215,2.38334279,11.2114649,3.69564028,70.35833841,8.55867835,2.87608904,3.34833802,0.8875166,22.16217248,8.36836247,22.8510407
EX_R_7oh_warf_glc_e_,44.9227076,21.725761,3.9486309,31.50041,21.5038199,15.4347849,34.7469924,10.7557561,2.865764,43.9605063,19.8053258,1.5099907,19.6232995,0.9120037,21.9338602,36.8974543,29.753459,9.8897097,11.1933847,10.9447262,67.0713849,4.7972511,15.2734593,12.6057361,15.627665,1.8157039,10.948016,18.1074393,0.4917574,36.2611346,6.411309,1.9460417,7.4694923,10.462914,26.6678946,15.3130197,4.923358,40.0313023,20.4125621,9.0680814,14.0768835,0.7146813,22.0642994,5.2685086,14.939447,11.5343478,9.5107681,23.2612668,27.6176089,20.8243128,16.8147192,8.9453528,2.2379853,32.1746944,16.1833035,24.2556248,33.1629706,5.4179444,17.1224545,22.5582228,24.2556248,1.1856126,5.016543,29.5390483,1.7875067,32.4624632,18.2852737,4.3473143,30.8751712,31.5591069,11.0719965,26.0580688,16.1833035,21.9354809,10.8834416,14.0894846,0.3675529,21.9380027,60.4411043,2.9221482
EX_xylb_e_,11.8938566,10.3443783,1.9654221,26.9943849,0.7044947,25.3778724,16.0012771,14.1541801,5.4533276,5.3807494,25.5278483,4.7119843,21.3561231,8.4131216,1.2672866,47.7832938,32.3016433,27.9885558,21.5203361,9.6327774,99.5446454,5.8814453,11.4321928,0.8546551,11.2880765,2.277703,29.9828482,21.0935922,52.7952717,14.7006895,23.0258428,29.954406,5.4731356,19.5197463,21.4713026,29.9828482,7.5460836,6.7250651,8.849665,21.0935922,32.3016433,3.7482271,9.1019528,4.8363952,47.7527419,10.5210889,3.9224226,13.6210542,11.6529302,10.5147209,58.0375873,19.4971978,19.7469915,46.5380346,35.0534788,21.3561231,13.2432245,9.5637097,19.4162703,33.1995573,41.6705469,15.6637849,17.7318863,0.6214649,79.5931123,1.0072974,21.594432,16.844142,45.3167617,19.4971978,12.0144218,19.4162703,55.0153159,14.675096,16.3145609,7.963037,0.9060994,22.3783514,14.8931138,6.6789808
EX_S_6oh_warf_e_,39.1646797,21.4625541,0.1702213,6.881702,7.5950191,6.5342891,4.815171,2.9108177,0.2659033,1.9434932,3.2980507,3.0812679,31.9061904,48.4123147,9.0634288,0.7328155,41.7434248,9.7246443,6.7974037,19.7060793,18.9483579,23.1302526,9.9686432,0.7340794,13.5556371,20.1192797,6.1127253,1.1423477,27.287065,17.5287861,21.5735989,4.7760179,17.6752913,4.8948843,13.2608777,0.7513185,6.8512296,10.3048627,32.3412758,30.2099335,2.0681724,6.8036482,14.1494005,7.4641304,21.6432834,35.8538677,3.4728266,11.8562151,4.5366442,4.5385851,6.0041634,7.304841,21.0938462,1.8927388,13.5556371,14.1494005,6.5201929,0.2534955,21.3622679,40.1677932,11.0611114,25.78904,15.1251589,12.958781,25.9660019,2.2475981,6.2810727,9.2821435,1.2596366,2.0659924,39.0718304,34.1246544,6.4849869,4.0290369,12.1163725,12.8155069,3.6707781,18.431065,18.7029205,19.5476171
EX_am6_e_,27.48357043,6.69976308,29.03358145,21.9286101,13.59208143,0.56035385,28.13670898,9.21889238,7.07224834,27.26200142,26.71966128,2.65144684,2.03749498,0.08432069,7.66951971,28.86274366,37.99278985,22.3052721,14.21884072,20.7076543,17.67647035,20.88137154,15.98665163,2.5153853,9.71080116,10.04706427,11.42774092,22.28326758,7.95345863,73.23215831,7.45155672,5.19963884,4.12206956,4.94639141,13.91376128,29.88676042,18.60918597,12.30960592,37.44587609,1.81970366,34.01081748,0.72656693,49.41410258,8.92811167,25.78776883,4.61392732,5.19900211,14.64094619,20.58262162,14.39134869,8.90229996,26.5415346,1.16043678,22.71460499,7.12544001,28.13670898,26.66604909,4.28838367,28.88792439,9.72420034,17.64177257,3.22047238,15.63698351,7.21143907,17.44818494,3.71329559,7.04371141,6.69838761,4.22079825,18.37273172,12.48171904,2.18685222,20.78351463,4.30137512,2.8922822,0.41019261,0.50072433,33.03848913,7.12544001,2.89416849
EX_dmso_e_,20.6903168,0.1751673,25.8784727,1.8670029,15.7490408,30.2619936,1.7251027,19.5896313,9.4278554,30.7398926,6.000518,1.3127874,8.1854776,43.1708861,18.4986412,24.3240067,19.7462229,73.2874782,11.4703348,33.0088377,6.1722155,30.8328277,25.0140469,12.2971963,16.5525401,7.8764207,3.3474958,11.7931505,12.9910541,4.3861259,12.0876822,2.4923275,1.1500344,4.0450345,14.1660399,58.4707103,22.5705133,2.0532155,32.1737684,4.6693988,18.684839,18.165603,32.7047824,43.6783159,44.1846813,48.9362878,22.4388418,20.5631388,10.0428053,1.8949695,22.2845023,2.6568139,3.4811046,38.9622629,35.9971735,6.0564003,24.2467113,16.310195,18.0397601,13.60601,30.0038697,21.5367094,24.5108346,29.4146147,11.1719934,3.2915576,8.1537188,29.7227845,23.4965571,3.5741324,13.8085791,14.622085,11.4925266,17.3712513,25.0929963,29.9713736,1.4996599,3.9918351,0.8583497,6.9361426
EX_tlf_a_m9_e_,32.52788955,27.64544035,41.6511676,1.86684263,19.93925068,18.95394447,8.04572715,15.31187449,7.85527702,28.93256134,2.46639759,8.02619062,13.17937882,0.44530156,7.49472537,43.81014056,9.12594511,30.02299398,14.050005,9.83346209,50.45228262,4.57852803,8.54695896,8.20820376,16.94561642,12.20705004,33.73839176,15.75749127,21.88837748,25.32630181,36.9474723,2.39366941,4.91964218,6.05969483,28.50504989,19.90332386,7.03055641,15.94180817,4.99839668,7.57680104,2.27689332,39.03508887,1.44165989,10.46175932,35.63480647,29.12089085,20.46883635,7.23740297,30.5900571,0.04715905,14.58945508,38.58216719,11.26066561,24.05522718,13.43181208,19.15347723,5.07097887,1.41249972,5.45218616,40.76591138,16.9868894,30.90063129,12.83150367,19.15698884,8.71279618,13.43181208,18.48893078,14.60335164,45.1947115,5.869908,9.7368109,29.5542183,7.36968997,19.15347723,20.7791819,0.59156035,1.61674364,0.38501526,37.79181016,1.89063072
EX_rbt_e_,20.4238399,22.8537221,18.8803974,11.9712992,37.5094943,14.1581783,20.3146586,6.580321,6.677549,29.8099266,10.0955,7.0658932,16.4453173,16.9020093,13.434368,45.0437174,6.583901,12.5788903,0.2063789,33.763934,118.4046846,1.7781819,1.1028732,4.1485453,12.8884289,12.1901792,47.1203684,19.0918497,3.200559,2.9213648,9.6280841,33.7395365,0.6744107,22.1585364,5.2183677,0.4392198,31.7251842,4.0412316,28.5616327,13.6139206,28.1838149,21.3699407,0.5244044,32.4655824,19.5680937,0.4546674,41.5714569,4.4136221,2.6171013,0.5266763,26.7561008,40.3063353,8.5450288,29.3446706,16.0022166,33.7395365,51.5197706,10.9990756,17.0261156,11.9751208,11.5120362,12.0015997,10.3328826,0.8001614,27.6564132,38.0612182,17.186191,4.3909853,55.1652687,3.8300239,3.0044375,18.306023,49.1970074,19.0918497,15.9514857,5.2768314,1.9531863,4.4061354,19.347721,33.1190567
EX_N_oh_phtn_glc_e_,3.0389967,12.6671094,27.6961118,27.1870202,19.1811045,10.4439599,1.4037941,7.6739928,6.3764821,13.3505955,4.7039927,3.326896,6.8287729,16.6030215,12.9212881,6.27594,37.9787498,3.4585612,12.0934371,13.5823234,52.4440523,15.8370449,2.0952336,14.3291175,11.6985982,17.0554147,16.3987698,12.2767054,8.4382562,2.5225283,4.2207085,4.4477211,2.2930859,6.6272051,27.6007982,29.1792296,7.4958852,4.0553181,20.8960634,2.0166674,9.2813568,30.15583,18.0237922,11.3967911,20.1579113,28.72447,11.8746427,12.6275135,6.7497247,4.9084297,22.1843564,11.8189404,0.3866414,21.4177183,12.9212881,20.8960634,61.9219829,2.3358846,11.5978568,28.9949369,21.6104984,31.1615562,11.6767243,11.5687533,12.7534283,18.7046296,10.0926897,7.5422344,0.6861847,8.094927,16.1863293,14.6850937,6.397747,19.410154,9.214495,10.4671753,0.8385341,38.6069948,17.3803309,26.5495718
EX_odsm_gltmn_e_,5.1493008,2.9627904,11.473487,29.3097239,12.9222494,4.9905999,14.5228258,10.5632463,4.044335,2.8878241,8.6385292,9.4059674,15.8942972,45.9452326,19.4304454,19.1053961,91.7727536,16.6713663,25.7556242,43.9690467,89.4800416,24.4779019,21.0499389,18.8955621,19.7857074,12.6432643,16.0096158,14.5872685,17.4085787,6.6814679,1.4282265,2.5906097,14.3318635,9.8218314,11.4268423,7.1487332,0.9295311,26.9884066,5.6582431,11.552309,10.2877961,11.8294448,41.115734,9.5756202,23.5753574,20.9019586,23.9533707,3.0046535,41.3121665,15.0868901,10.3590224,18.4530722,13.9719302,2.4434929,18.8955621,19.4304454,6.3293646,15.0425144,2.0049448,7.3079208,27.7750997,5.2968894,1.5766587,2.7798858,50.6396155,15.2529265,23.6509866,12.3252735,6.7557301,4.1204765,1.7290167,18.7760539,18.4417203,22.1514869,6.5512782,7.2278766,2.5132714,10.5723408,20.9477404,31.8563506
EX_n2_e_,22.9173172,9.248339,0.9435075,13.8310715,28.3771708,2.4841438,16.9905086,14.1876288,3.0961734,34.7489424,3.7984893,1.8377632,1.1968141,26.397583,12.6247352,7.6074035,12.8725379,1.8982036,11.2943204,8.2940666,14.9616725,20.6183896,26.5135131,6.5757315,1.227152,24.5218948,2.4522999,4.5422151,33.9021058,1.3858414,2.5472784,16.718191,10.0953524,4.8125363,23.2450563,29.8084274,11.872958,4.9094437,9.9690436,13.0393985,14.0171584,14.1486767,1.790896,6.1629356,28.2639003,45.5128158,3.9169926,2.1906755,6.3932305,15.1245987,36.0178324,18.4740868,4.5285728,14.6288807,4.5681518,6.6503936,10.5528608,1.9971401,22.149295,5.9436941,18.0212969,21.0480014,38.4330547,5.3837866,47.5684444,0.2471644,24.3216068,53.4230758,7.0240819,7.8145391,16.5723784,31.7222106,20.9360828,12.196404,2.2274501,7.3048973,1.3822142,22.9565642,11.5792236,14.5243806
EX_caribupglu_S_e_,12.8860804,14.5031163,10.8011552,24.3698576,15.1121757,10.9623929,10.1701015,7.2744693,14.3334565,42.8575686,16.7230584,3.7854385,41.4106982,17.5771891,22.5403034,16.1429241,49.2385028,26.1085423,23.1125872,0.4530561,6.3748613,36.9210012,26.6868472,23.7482781,5.19603,2.5995198,9.5324774,25.3153148,41.1207263,2.3143082,5.4673638,4.8296212,3.4688642,8.2521296,18.0742229,9.5229511,8.3588608,7.1272975,9.6649445,22.3981866,90.3520486,13.0585802,4.4545974,21.0188611,20.0121411,16.1477038,21.5940652,7.5081357,8.5487211,14.7021499,37.6638142,13.2719814,23.2972503,31.6612428,13.387299,23.2972503,32.6909817,24.0129511,0.201434,60.8730986,16.5016928,27.6752906,19.424516,15.8704433,0.8199531,11.8399609,8.5144813,11.6320833,1.9593938,39.6145319,10.0455988,9.6760268,15.0912001,28.6803607,13.387299,20.6955247,1.9593535,55.686481,16.986562,4.9196916
EX_eztmb_e_,10.2757201,5.3910583,10.9167783,0.7789293,4.8374375,10.6870054,21.4754975,15.9110099,5.5097624,46.502398,13.8787246,1.672162,4.8548033,41.6166216,8.3469971,27.2753503,46.4725887,24.7638287,22.8180596,16.1344776,77.9648858,7.0080129,4.08957,21.7898909,26.720239,20.5704369,18.1588378,8.5286734,35.7056472,10.7822895,25.7926871,3.1369793,10.4587264,14.2805794,10.0905945,7.8106257,8.1389384,0.4592328,12.9212971,8.6675861,19.3976519,8.5421703,10.0365337,14.5255424,23.9072482,5.1653619,53.005501,34.5595472,14.9438659,13.7422116,15.2346964,11.9386994,14.6912741,32.5185614,17.5350176,25.7926871,7.5344474,0.2814456,31.7649499,16.2402033,10.528599,7.9559776,13.1333785,1.8091407,64.9896165,9.7437828,22.5167638,9.6005699,9.832481,3.5590776,16.0193613,17.6515016,57.0976156,27.4680802,6.1494602,33.1810636,1.9341733,36.6456532,9.762518,17.5350176
EX_tat_e_,23.06071299,18.88323139,44.21773779,34.33396752,26.14716479,4.0045685,4.06695944,5.70997338,12.57622517,40.67772694,41.12428474,13.2608733,5.66432983,17.25179544,17.23931386,3.7698811,33.6807045,2.42481493,12.77717784,0.07560357,19.28776709,22.69268182,11.76386698,7.40984021,1.7643069,1.23665872,6.00660169,2.02101527,7.98745017,8.07992506,17.18052865,15.50693597,9.84260668,10.89791231,25.91822913,13.9799908,12.37213032,11.0725109,28.52169002,26.71662506,26.70166019,10.38781403,31.97376189,11.5761476,3.61565539,11.32626448,18.43974059,23.89599172,2.06035158,30.45350222,3.39941542,16.60750197,3.14345514,7.76424266,11.5761476,17.23931386,53.33113258,3.54462304,7.47277786,11.82550133,16.31622521,3.6523419,7.49272025,13.61200937,16.76552414,4.50549657,2.73635397,29.31265089,13.83392133,1.5775446,23.39548707,17.13618916,6.34136234,23.7254174,10.7974307,0.99563838,1.02520508,18.90423555,1.0189766,9.53624552
EX_uaagmda_e_,27.7240282,2.2744365,5.9484848,3.8242589,16.751203,0.3059149,21.6507589,20.122915,1.99565,4.2299385,1.0727931,5.8478466,31.6768584,40.1799763,21.0217265,67.631948,14.5991463,1.7410845,37.2634213,22.972987,85.3724957,3.111147,54.7588656,5.6876209,13.8187074,8.2614119,34.480229,25.0464418,7.9530372,18.2538293,9.2875188,19.6704029,7.5512735,4.2852283,24.4489297,31.6768584,14.6383133,10.1230352,5.3859969,1.4533183,8.1970034,13.1907975,15.9303292,23.7326003,10.1230352,35.1548387,1.99565,5.4120881,3.8578363,17.5083745,24.4489297,20.122915,36.2446713,23.3105849,41.2035435,44.0223682,30.8075764,1.6861627,25.0464418,27.5416274,18.2006391,6.8702057,6.3918444,15.887723,1.2522599,39.2073239,2.0189501,21.1250624,31.5146054,1.4527249,10.0456967,14.3142861,41.0859021,42.5458348,32.5158354,15.1269805,0.9359342,41.4583721,43.2131061,33.684078
EX_1ohmdz_e_,7.3993605,4.6435386,10.5344573,3.3295525,22.7793026,20.579252,28.1484966,22.2174639,13.7673042,27.0175309,5.714701,5.7198908,6.1209211,3.0059339,20.8978153,16.333827,64.0060547,11.444171,34.3758295,26.9743029,50.2987589,4.8679523,20.8249559,6.0331779,4.9508629,8.4166263,29.3101819,4.4050298,51.9213134,36.0827085,20.8092126,4.837578,4.7926897,11.021467,12.2481412,5.0277354,33.5248299,4.0147583,2.0367811,9.9881712,34.2717956,4.7244708,15.02853,2.5328081,4.0648704,12.4850814,11.2037975,16.1721665,9.3798485,4.5173854,8.1447458,28.336159,16.9396369,8.8285913,8.1447458,28.336159,41.4707407,4.2666585,25.5104765,33.7753252,44.8566343,10.1272174,3.9963372,2.5896337,32.1017702,8.7356441,32.6424306,25.8804157,39.9239551,2.6311218,1.3541459,11.2061953,23.4181462,19.2622815,12.6838248,22.0403327,0.9478669,17.1540969,25.6812241,3.839526
EX_dxo_e_,18.6862532,2.8434251,6.0823186,17.4842325,7.7157273,15.8617002,3.992133,9.6180169,8.5140912,48.612252,16.9653922,4.1684293,25.2378718,18.6551073,20.975177,6.6354203,3.9467966,19.0797446,0.307749,1.875544,53.0932996,14.0098504,12.4149982,1.2464646,5.3473463,15.5097588,27.9823704,41.5297158,6.3935096,0.597484,16.2605874,19.0906887,9.8279286,2.2186053,26.3765452,0.4714242,21.5643155,6.1572861,5.0633771,10.5346287,2.8278589,18.4810563,5.3025041,23.217982,48.0899278,10.1270966,1.0725194,7.3764754,5.9235809,0.9379343,33.1799518,15.0640844,9.6194497,11.8737852,10.1270966,23.217982,50.6055547,17.6254539,3.0418977,53.9344877,9.0633567,14.8725439,8.6083633,3.0914259,34.7748706,8.8037744,9.4918769,10.0412486,40.5989119,14.1811939,2.5673378,5.7179721,49.9151329,3.2764547,28.1452719,15.962351,2.8389202,7.7554877,37.2679567,10.0692859
EX_so3_e_,15.05971204,16.15791741,1.8347991,3.79248927,11.25988653,17.60604329,5.68312159,8.03637847,3.2282762,26.57604182,10.35319805,4.52174241,10.22460538,8.44525163,0.06729546,5.92971336,72.0199259,39.00342874,7.13164845,9.81119796,89.99743036,12.57090559,43.09908141,10.64713882,15.08101586,14.56852486,34.90598934,2.20945476,27.70715685,0.37456639,6.7391992,20.35018292,6.7874386,12.89389693,16.65270923,70.16559019,29.80316993,13.00684809,33.61523894,3.28839598,33.83280472,10.37951309,17.29599432,26.71589937,1.75683134,0.51318686,44.668743,31.87593305,22.35289039,9.58527851,18.23723115,1.31861014,15.33751514,0.30543461,19.43775701,50.01534547,39.00124759,16.81820139,5.81891559,24.45744927,4.77291747,5.92880477,20.35641695,23.47015658,3.24151204,7.54256838,21.08676602,14.98933561,2.53599733,2.03993976,1.47938361,11.80754007,0.48669882,17.14174356,11.41728716,8.70317178,0.71420703,12.72461261,1.60951575,34.07545964
EX_glcur_e_,17.8905992,9.6259441,4.2881609,23.9827361,28.6640718,9.2987197,0.9843465,15.927806,0.5918217,39.6043232,23.8135985,5.3953819,1.354836,18.4426527,29.1782065,42.4442633,3.1620973,44.9898274,30.350119,5.6369364,18.6995119,28.0068577,3.4491664,1.1509513,12.2249469,10.8144274,9.3908294,34.536547,13.6339639,6.7714329,6.6712408,25.7157928,0.921971,0.563644,31.9839662,7.5599988,12.6451534,14.6026787,8.567248,0.4690495,24.6098606,9.1087242,22.1142455,13.1485129,36.0446857,13.1869985,9.4033878,2.2745072,1.8867826,1.2307822,12.4844506,4.6692295,18.1005989,16.1157059,17.7070815,7.9211253,11.6470189,16.137388,33.3622896,8.3973133,14.5349762,4.4669369,14.3555067,41.9602186,17.7108521,16.1225957,37.4534135,3.5330888,30.6411391,10.4889786,27.7656158,13.5925685,8.6142379,6.2889367,3.6916878,9.3898659,2.2298236,41.0629936,60.1486342,4.1404425
EX_tym_e_,3.0841906,4.5511756,20.86055,9.1966847,10.0521677,1.5557127,23.4633049,3.2574651,0.1681706,17.9020386,25.0447245,0.2677373,9.0591363,14.6784441,62.8458852,3.3630796,3.935767,17.3160601,23.3900365,14.4971836,26.9460762,41.0175263,18.060185,17.4321903,13.3163112,22.7559939,23.4269405,17.2177255,22.587052,3.1458231,12.4578444,2.6339208,0.6327244,3.9001537,52.9686601,7.0688682,9.2523201,0.8808248,3.4670561,14.6713306,43.012013,14.9907078,3.6492662,28.1184724,32.5822334,21.2366683,24.0430998,26.9856512,21.2832836,32.0023262,18.0683642,19.7010157,16.5895878,50.5027564,32.6560683,18.0683642,8.477122,1.5209772,6.4288249,15.0992526,20.4995416,14.9862985,8.1091876,9.66802,29.4905209,42.3153268,33.5547133,6.5937048,11.1669192,17.2177255,8.1918518,18.3640888,9.5102141,12.9585616,7.5802922,5.6294117,6.4288249,30.8449892,4.7522505,7.5806956
EX_progly_e_,12.9545833,1.3755903,1.4724884,31.9356096,9.0296088,12.0102807,15.4761661,33.8556767,2.6054185,23.2463671,19.9673982,0.3265769,28.2690718,14.2429991,27.4299317,12.6789931,32.6864602,31.0387413,22.2783336,19.591007,52.9025496,27.1917095,22.7727551,16.7368245,13.0039906,15.5436897,11.8913315,8.3500025,5.0547293,16.2338479,7.9455058,5.0080363,4.5716497,12.927574,60.4882988,22.8231478,14.926835,16.3375676,35.4684848,40.1759146,29.3837833,21.1315464,17.7555474,34.3130709,11.0939944,9.147027,1.1464445,3.1741913,30.841254,11.7949568,42.6871529,24.0344259,0.1364474,22.0927952,5.8746161,27.0023089,41.023032,7.3434734,47.2672023,19.6132554,27.0023089,7.9811715,25.8878744,17.5720066,45.7114821,2.9464933,7.1787362,3.9477962,1.1038192,13.6296328,20.5852649,2.6141744,37.6409831,11.6556481,12.3166493,14.1551517,3.079154,26.4386404,4.2316055,0.8406123
EX_glcr_e_,28.3759779,3.8031509,22.7277495,8.5510212,0.3725342,15.1660667,9.1936973,9.7041955,3.7561639,39.6617971,19.2967531,1.911313,26.4685666,6.8950733,39.6508676,25.9036613,1.7990573,14.8635723,7.1815672,18.1243831,30.1851165,18.2366183,7.9339936,5.1478111,8.8456618,18.7642598,17.689486,0.378133,16.0065508,25.4785782,25.0907591,6.3538966,2.8934417,13.5305151,17.8214933,30.7984512,34.6506788,2.7350802,0.5248022,14.2701816,11.7283678,9.9236342,21.442466,33.0267341,22.6499416,42.1483259,31.1681874,0.817566,2.4845943,39.8457079,7.5329337,13.7375656,10.2314664,14.15587,10.8646038,30.5168123,17.3748895,35.0219072,31.1115372,4.4432445,10.5856127,22.1416893,0.5678196,3.9869054,21.0312617,38.2796055,5.1603638,6.8530724,38.9604346,0.6701735,5.7169544,25.1895218,60.2210862,9.4504914,19.923792,13.4315114,0.5360069,8.1258815,25.4785782,7.324032
EX_nmn_e_,0.003309005,0.023588069,5.149248224,0.043462835,0.140952615,0.015260663,3.354613764,0.083006851,0.82234599,17.51682203,0.085129718,0.009085927,14.31842419,0.206140293,0.463992808,0.071811923,0.03737747,0.659363941,0.005675339,0.022153702,71.37806696,0.137676881,0.012291078,0.044972154,0.16809449,0.017323584,0.037141032,8.903290736,0.588607037,0.046522302,0.111687433,0.013988627,0.199525568,0.243053583,0.060818977,0.059887764,40.79868347,0.07370974,0.513065002,0.417398363,10.62947325,0.00351629,0.128890843,15.54833033,1.72206716,9.70981801,0.138247411,0.125311185,30.45676448,0.026243803,14.80485161,25.87614001,4.743244942,0.105265495,0.01957332,12.65087442,0.016128021,5.964087837,0.013802616,0.018063846,0.037936808,0.001319872,7.185418726,0.034559164,29.47178393,0.025912827,0.848634272,1.400352897,0.066413488,0.083080986,30.10065435,34.58789666,0.134379984,3.082268013,14.36819229,0.038356775,0.20281346,31.0640563,16.67339345,18.80817133
EX_bilr_M14_e_,3.3987759,32.84011,7.4055126,21.1449637,1.1601008,2.9411536,9.3847173,6.9652023,1.4386603,1.2182306,5.2901138,22.0949988,0.5525987,19.3450005,55.9319075,6.6707018,51.1024052,41.4173834,5.9732537,11.4486575,33.0183852,9.4061075,8.2829228,5.1144827,3.7458503,5.1794838,47.3342873,29.129288,37.458366,18.2291548,27.3358044,9.257742,2.3677105,3.1379769,5.1295127,30.724775,30.4850513,4.5722057,19.3233971,36.6798879,42.2094378,4.2848483,10.2152763,10.162703,22.4627352,10.3390035,8.7026104,13.4662622,8.1480372,5.1968369,25.3010057,13.1395287,3.5057375,0.8807643,6.6707018,22.4627352,40.4372398,2.3867348,6.7156072,17.0131052,32.4917989,18.8258738,7.1486894,12.4381198,2.9567096,1.80595,10.1497772,25.6075879,41.5742447,2.7530958,20.6010361,14.1884833,31.3704318,0.9016592,1.9967439,1.6207603,0.9342829,28.7236639,3.841062,17.8621683
EX_glyb_e_,0.9033083,14.1819022,13.158825,33.8828362,9.7823831,8.9785079,36.4089095,4.5084367,2.0523181,34.1438263,9.2106031,6.6124468,43.1081681,8.2116351,5.9105573,9.9855974,6.288713,12.1191307,16.7355736,2.4711735,19.2578445,24.0771858,15.3281557,1.4438311,33.2583871,3.9204848,18.4384931,1.6674039,4.7867875,12.3569167,10.0062658,1.6076166,4.4016537,29.201058,11.1047708,25.0639835,14.9464303,15.8040806,8.6603963,26.3494486,38.8438367,13.6572411,32.289806,7.9339159,25.7617233,8.6585956,17.3201794,15.5338615,24.658625,11.2549876,27.847257,14.7268436,16.2757269,32.979131,11.8769781,10.877475,2.3848223,13.650301,28.0745946,36.3326656,6.2061087,5.4353146,6.6373218,14.7091137,36.2846451,61.053605,4.4668383,2.2471582,10.0869275,0.9947687,11.0427454,9.7203513,21.9897375,5.0103072,10.450288,24.875073,3.8266308,22.4497486,23.4420213,4.9137179
