Metabolites,D1005,D10074,D10119,D10122,D1114,D1327,D1359,D1382,D1466,D1595,D1611,D1636,D1651,D1688,D1736,D1778,D1949,D2005,D2006,D2088,D2179,D2373,D2394,D2508,D2654,D2758,D2846,D2851,D2906,D3114,D3197,D3425,D3434,D348,D3657,D3731,D3827,D3829,D3913,D3918,D3981,D4216,D4275,D443,D4907,D5122,D5419,D5444,D5680,D5887,D5925,D6042,D6088,D6124,D6295,D6376,D6383,D6497,D6511,D6516,D6724,D6772,D6993,D7378,D7394,D7452,D7469,D7709,D7779,D8095,D81,D8906,D907,D9164,D95,D9637,D9646,D9719,D994,D9951
EX_dfdcytd_e_,6.35460278,8.62056897,35.0058875,7.16791798,7.53889189,2.9286631,10.24310503,21.37523062,1.25341228,25.26940006,0.28163976,11.89665284,14.54030702,13.13711479,2.99682039,14.50767355,19.72840584,12.55622635,1.94530948,26.02552009,28.69005898,15.22237654,5.75908545,0.08316389,13.74936548,33.41346801,3.80698759,8.77159924,32.45999455,14.55570221,9.29632293,15.84234591,10.53901666,11.61430389,21.19099878,7.62549418,24.51069769,10.11811862,10.00333921,12.24799089,16.01163379,1.32795712,16.11560262,3.22403243,14.59903224,4.9849457,1.82283136,12.92908933,25.299237,0.68401125,22.68530316,5.29205377,15.76489778,32.67976668,0.95623244,13.59039311,42.90383732,6.74161445,41.58828132,21.35434492,25.4003291,32.81279335,48.49386737,16.62369472,48.62061353,1.64409428,0.12903831,27.12837369,9.21351521,13.04001996,9.24861189,42.32150889,0.40957307,22.17676762,15.33633359,6.845889,2.19958231,31.28747737,37.38954376,1.68958039
EX_sn38_e_,11.9930811,4.3802356,22.4794401,10.6495184,1.3465731,14.6149477,6.0690521,10.3448835,0.9664533,29.6466325,0.1823975,2.2930185,18.1951587,12.2772704,19.2991611,0.7608979,13.8624007,16.8291439,11.0568406,11.0882056,27.4609785,23.5540161,51.1157373,11.0970702,1.7968578,0.2316423,21.2998083,3.963264,7.0892394,23.8235553,20.656102,2.3561133,1.9731111,5.1297476,17.4159263,1.5013547,16.8159146,10.3157404,7.639296,8.7583777,19.8139439,0.3064662,42.0546819,13.8434384,24.5570807,17.1991895,37.7870975,3.4971707,2.5762185,4.8865333,0.8289538,5.2360102,3.1883306,5.3901396,14.5126611,16.8291439,2.8693137,25.3586363,33.4052401,6.8034904,11.8140329,20.8603112,2.0505564,16.9850917,55.8216891,15.0157384,22.1835922,10.2987402,4.0691524,9.3124797,14.5126611,29.2981199,12.5055949,14.4277904,2.4151142,24.0126008,1.5661322,5.8189353,55.1223659,4.4096354
EX_4oh_vcz_glc_e_,20.9822503,10.070284,27.6782079,14.8369406,1.3783263,24.1296206,5.8454435,21.9045689,9.7881306,9.2073194,9.260411,4.1037899,4.077332,10.2868228,9.3832465,59.1893806,45.3973326,47.1947601,3.398889,32.400628,39.8183631,36.6095033,22.7325553,15.0728719,27.8378827,33.9667661,7.7120922,2.5738625,22.3331065,24.4328047,6.4830337,13.4466268,6.1131554,11.3792974,3.1076516,19.5127867,10.3035858,4.5965239,2.9548423,25.4345254,57.2884822,20.1475029,20.032422,13.6933932,31.3078329,28.2168398,20.8260495,6.0344454,0.8109699,8.2097938,9.9778362,1.8566955,7.3967798,23.8583828,21.9045689,27.6782079,32.8411101,23.147522,23.4258316,24.6702596,32.9500412,6.6920666,24.5384522,7.3051067,28.650289,29.9782388,48.2232911,2.0889571,31.9406777,10.2329859,28.4874912,17.0250938,42.3596934,9.5747457,1.9175139,1.9719561,2.0870375,8.0451149,42.0391022,2.7092685
EX_orn_e_,35.8471543,5.2388824,19.020425,11.8919338,18.1491028,32.2586993,5.5462757,40.414199,1.336742,82.8664557,2.258629,1.2610482,24.8961486,15.9958925,37.4069841,14.0328357,5.648229,11.6878568,13.5540467,0.4096902,12.9310206,4.5865521,20.6275653,0.5027025,2.1503555,16.3088628,22.2146429,13.2129264,11.5983882,22.4154227,9.5085088,10.7181454,2.8259514,2.1994958,23.7712727,58.2824144,30.0678241,28.6022097,21.5800465,27.1764851,40.4117482,17.7427968,28.345614,19.4901484,20.6080447,20.0484339,16.7498422,8.3180065,36.5336777,16.7867422,26.8156173,3.7756614,13.0935645,10.2050704,8.0968227,16.4687744,32.8447575,6.5573213,27.2048983,22.8913482,28.0936157,7.6752075,11.8358259,12.6012232,21.850123,49.3376734,34.5520885,12.7031125,14.9214365,9.0885708,0.1376446,12.0798982,27.0658266,12.539148,12.6115998,9.434923,0.6607848,0.1129363,5.288175,10.6902263
EX_tgz_e_,9.5105083,16.3607877,1.1399138,33.982292,34.9003959,2.06946,17.0903384,16.1532415,1.5642888,9.6229406,17.6363293,10.6677215,12.8563983,43.3989014,3.5074437,0.93275,62.9642807,1.7522522,5.3038588,24.2844377,35.3656957,26.0003869,5.7209839,18.1484635,15.0177259,5.3125253,25.0420153,5.1747093,3.2512082,20.3918049,11.8851526,17.256331,2.8582062,4.3321086,1.1742099,72.8616336,4.4830967,5.1747231,18.2386729,8.8954196,9.246591,0.5918176,1.8880247,19.9389688,27.7495316,9.1629792,0.5604329,6.883918,3.7408282,5.5693668,36.5370739,11.98366,3.5986293,1.1401822,18.1484635,17.1984645,62.4272056,3.5484223,11.6042966,16.6650582,27.2935344,8.0634064,36.1521129,5.150828,26.2669248,6.6918098,16.1468614,31.0218553,19.9060392,11.8616569,18.7385417,12.0962957,23.6855252,1.0548101,12.4814946,0.8820543,3.2979914,17.1984645,7.9868452,7.0144632
EX_tlf_a_m6_e_,12.3517325,19.0041663,21.1737319,13.6647478,2.7974416,0.690292,11.0127066,8.4788602,13.2588984,23.825312,22.8164089,0.115442,34.9900395,2.3261096,46.3262569,13.6046717,19.8078031,16.0590378,10.8624785,8.4214584,32.5114051,21.8897229,16.6261412,18.5757168,54.0152443,27.6703799,16.2465467,12.7913331,7.5033687,8.1344425,1.8253951,0.8236895,2.7427062,12.5575666,6.3762019,23.7028382,6.3302898,8.5535176,2.4923164,36.1965875,40.3360664,3.0753169,56.9893744,20.4932005,7.1514983,0.5022265,12.4224006,20.0441408,13.084485,12.8585179,52.3491602,5.1968734,7.6733099,9.3040687,9.3040687,19.8078031,27.0259735,7.2132674,39.5415218,24.7463342,3.3078781,2.2067194,23.3834151,3.5850932,25.1477613,29.4934036,6.9072054,19.0185122,6.7728347,25.3076094,4.283072,47.6946071,11.0966546,1.4985813,15.4235032,2.3155976,2.237329,14.7138121,12.8524583,14.1470821
EX_damp_e_,13.0255943,17.5574478,23.676139,3.5605977,21.7976404,23.5446322,29.4602031,17.219685,0.5159756,30.9007349,2.6304659,3.5248099,2.5517592,1.1792836,31.5510847,0.358392,13.8241751,35.401613,2.4554843,18.1441176,29.7423874,22.4350297,4.2318673,7.4844838,42.5714085,6.2861957,5.308837,28.6317501,23.5446322,7.4516929,13.8555633,7.2348383,3.5291892,6.8540905,42.9424545,23.676139,30.1755165,18.705308,0.4839523,5.9137725,23.676139,28.1680333,19.3176828,7.945889,4.0372713,1.9700384,35.7804681,10.0873305,1.5223355,0.1395054,35.2603179,25.4447095,9.1153899,2.4382463,17.0787943,22.3628763,5.5762467,14.7924639,18.1441176,7.3504166,3.3333757,0.6922193,22.3628763,17.3320467,40.4476027,11.010081,8.3416764,11.7200236,37.5682432,3.31017,11.9876862,29.9213011,2.0883877,32.0389897,31.1324882,2.8256606,1.7125946,13.7692903,11.4736235,13.3308764
EX_23cgmp_e_,0.8699107,9.4476494,17.527734,5.2925967,19.5883297,3.1697311,1.2412705,11.5483506,16.9503051,36.759967,12.0018281,7.2498955,25.44978,16.116306,28.7768874,21.2714039,20.4548873,16.2018603,20.2555792,10.5211932,0.4987411,2.0440766,2.1804969,2.1429836,21.6754233,17.4758402,9.5980648,6.0778189,63.6856632,7.0757169,26.9813843,2.2679594,2.7611249,3.0035385,17.1372802,6.1425732,6.4325014,2.6206133,2.504061,24.6746061,31.1181133,25.4585487,5.4370145,15.5943198,19.9312619,19.2289823,17.7898366,27.8231456,0.9781859,1.7558145,3.1999729,2.7816812,15.8400926,63.9208107,8.1716203,14.6249321,14.6249321,8.9798662,11.034113,40.6476293,11.3180839,4.3070006,2.3606209,20.3952312,48.0512423,17.8303853,15.9234175,8.2037066,68.9622704,1.3921547,11.8434048,32.6694993,35.0927962,3.237216,31.1181133,9.880919,0.3188459,11.0507526,23.7211249,25.0582933
EX_lst4exp_e_,2.8721639,20.7974268,20.6565079,9.8848571,12.8088167,15.3581668,2.9203688,12.0411692,2.9178142,40.5683896,8.122743,18.3827921,11.22888,22.791236,10.7166844,14.9741162,5.8533466,18.9308283,19.9332836,23.8200149,2.9007937,6.6073122,1.706189,28.3933514,6.8485761,31.4711802,1.8125434,7.0504724,65.3602587,1.6443281,4.4603777,8.6071889,1.7922713,19.512027,1.6049974,15.8526202,18.3968978,0.5437315,18.2154533,5.3747407,1.1499542,9.7492975,13.5878158,14.1658078,15.1360043,48.2053809,8.4175827,8.764414,3.5665546,13.4311938,20.4949246,21.0640005,17.356661,15.2654995,8.8779746,18.2154533,41.1194815,3.393809,22.0044942,23.7793278,14.2954118,6.4423909,24.3249056,4.156405,45.5838612,20.0540372,32.2512427,17.2395327,60.4962005,18.2716114,8.9721326,4.150348,11.4840275,20.9654087,2.060264,5.0955948,4.5351013,23.8552933,8.8779746,5.8235846
EX_estriolglc_e_,6.919776,19.259209,9.726209,4.349702,13.408263,20.659429,4.154144,24.344344,2.768435,27.938192,21.348632,3.540345,4.988101,5.502684,8.534422,5.595331,2.886547,27.892721,13.687442,4.613838,31.043603,15.616951,21.24244,1.410247,31.014587,7.925811,5.867222,32.66585,28.733025,9.774358,35.886098,19.670236,6.567176,4.530711,19.164241,13.946377,16.220537,3.795334,2.280335,41.479135,9.221989,15.506871,15.488879,34.541478,14.484474,24.088649,18.587761,25.737679,3.512917,10.735885,11.156625,8.035045,13.824739,10.735885,15.700931,21.24244,13.289048,7.168402,10.210033,45.338377,10.00619,8.717007,10.545655,21.592449,41.10714,15.008321,8.16297,2.928311,7.365997,15.700931,7.795759,27.21159,33.328724,6.66448,3.870123,6.635992,1.171407,34.514691,20.659429,6.86515
EX_cobalt2_e_,2.8770384,38.5999897,7.484543,12.5782949,15.7005828,3.4667545,7.431031,8.4145157,8.1096174,10.4193613,9.7593362,14.8727798,10.7384424,8.119806,2.5398559,3.3344115,43.1974385,15.8561432,30.0395336,3.7468287,36.9536829,21.5095319,18.3722975,4.498688,24.9443501,20.4564986,37.3221308,11.7578448,33.020018,0.2005528,0.795578,26.3226054,10.4178188,0.238752,3.270043,52.9902266,18.6744707,7.5858273,0.2317726,20.412164,23.9030706,8.3442117,6.4305507,18.2550227,8.406101,30.6806086,3.2922158,8.7987564,1.9635729,52.929814,0.7386906,48.3362012,26.2564616,29.666402,40.1936688,35.1104799,10.8551311,12.9027448,22.2325708,5.9247746,10.0661897,3.4891148,18.168433,8.8411119,18.1708461,49.2107299,4.818988,39.6872941,15.2176276,1.3102609,4.6580282,20.1836288,18.6864627,6.1181817,0.6535145,23.537825,2.7417674,25.4696992,49.1275907,20.1403331
EX_tlf_a_m5a_e_,22.1977646,41.6646982,2.2009476,5.987689,3.8812506,4.9299649,20.7251976,6.8713465,1.0010493,20.0853346,25.8362523,2.0259743,22.867594,17.2476833,17.4673391,20.6566885,20.6786637,12.687242,31.7006261,24.1739542,29.5447568,13.5101821,7.8786916,11.4226078,6.3857792,4.05389,22.0408304,3.958656,12.5594555,15.2753817,19.4195516,16.3423979,15.2986554,10.6026999,10.3155747,27.2756795,3.0593323,33.4442506,7.1695328,11.7171641,21.5909884,8.6713947,16.5151296,13.7591297,21.0665919,21.3907881,20.8815321,10.5086887,1.3315585,12.5902044,5.7122607,10.8043307,6.8196554,15.2862283,16.3423979,20.7251976,70.4097769,3.60879,11.3112605,25.0624004,0.9522885,14.1894822,6.2914059,11.6515083,6.9524912,12.7624995,24.8332474,12.8216281,1.0451646,1.6718771,26.0418964,22.1638583,16.647843,11.4066773,18.1774515,9.1080927,3.543323,2.9081336,0.6835981,38.8137132
EX_2pglyc_e_,30.956747,13.10321083,15.18879393,12.72723252,22.95662834,31.01024594,19.23852531,11.54011952,0.32121968,1.14596952,0.84130537,5.72489795,28.92641576,16.26159821,9.10155845,21.25386272,25.38982177,58.84796045,1.97477522,27.07187888,22.41499986,7.5537601,1.67304319,9.67698023,15.70376066,15.95750892,17.70620454,0.02579642,16.87627264,4.69668099,10.16910676,1.39305367,9.25596859,0.77984824,2.62003921,10.67542363,19.35693402,0.10835271,8.32099412,20.41557598,6.62111276,19.17760606,11.83601726,9.86948855,64.85325177,8.18258873,0.0745946,5.27569546,21.63600827,7.9250703,8.29555561,17.31452832,25.38174075,20.27489873,19.97579825,51.65083957,58.18135206,14.96702736,8.41202502,4.70510138,36.81677308,11.99780181,3.67967909,8.26395763,27.48321535,8.54235369,1.18019498,35.36711063,12.53340577,14.87328918,9.64459001,0.23446964,46.74398891,20.23963196,14.38614368,14.06169478,0.58084879,15.48002799,28.46188115,2.75127863
EX_4hbz_e_,1.3613782,28.5413597,28.1441191,13.5311745,6.0320696,9.0908823,0.8864242,1.2221555,7.5917933,12.4794549,11.3340669,0.9594948,25.9297733,25.3126665,3.8554008,53.4423951,2.5397183,5.4186312,10.4934801,12.1978728,46.4471527,13.6253157,25.8424119,24.7108386,50.6869706,0.4053296,42.7301906,2.8940749,8.2159704,4.2280068,19.2796833,16.4729817,6.2323773,4.7269605,28.997312,39.6938706,16.4091662,2.1055106,6.2089278,4.0105144,1.8232788,7.2224908,41.9879945,14.5304231,13.5414922,2.7306155,39.6167327,5.1512834,7.7397521,1.0110375,24.5244148,35.5362021,4.0752459,27.9965569,33.1707583,7.6947297,67.2512603,1.2022004,26.010517,4.8104384,33.2447753,2.4736968,14.9863402,11.3561313,9.4952875,12.1321022,4.7094158,9.9001571,19.1331277,14.531206,3.4282704,2.9157902,11.9637422,11.101882,9.3956356,5.1396094,5.4849716,11.0631463,10.0881964,15.2533775
EX_clcxb_c_e_,2.20122055,20.74121588,11.49946043,3.614919,20.49883128,13.63142965,8.92194008,13.07441747,4.91270286,9.45073204,0.02315211,8.2973252,21.93220552,5.3772083,10.9600373,16.12735029,15.1673229,31.18467694,9.12894742,36.3143174,18.65388378,52.70916689,21.56806817,0.64294922,20.34973815,18.89512606,2.3383426,2.34827245,22.54893426,0.65251782,26.74848805,18.15909207,0.47918414,1.90003067,29.53578649,6.66100697,17.34671642,1.08754637,15.83153698,8.90449815,12.71253922,2.09233755,19.65907695,10.81876623,31.23589919,1.77071114,31.40968733,27.60825555,51.86464939,7.03537782,14.22852465,13.97455803,0.3333074,27.64074637,18.89512606,20.49883128,42.61436414,3.40789927,9.81378681,18.18917447,51.82128278,8.8256257,18.14056505,3.03823038,5.73865995,10.18143271,42.16265224,46.76431605,21.35170802,6.26202104,17.35422345,49.7299134,15.53642812,7.13711147,3.6904861,6.77033993,0.14197526,11.73895746,32.95982074,26.15869521
EX_thymd_e_,8.8876995,14.4988094,0.7540247,6.5561403,1.354494,10.3680274,37.496497,60.8180817,1.5481684,0.1932379,20.0665967,11.5021139,4.116294,44.1973507,2.9778432,12.3557874,26.6646487,6.5320113,9.7720769,7.7492658,19.9873914,5.6158242,15.5858521,0.6938901,12.7639353,1.8397251,6.7282284,26.0060983,20.4610502,12.7239915,26.6602062,3.9326904,1.0602314,0.973168,2.5033312,60.7188596,31.0164558,12.8030467,20.0000964,16.4227862,31.7445958,18.5437141,19.8332211,20.080263,3.4529113,2.6843569,4.3378016,15.688519,5.6930388,5.6743687,66.2747188,33.6398718,10.9386801,20.2317953,9.4831431,16.888598,26.0216684,4.8339675,9.944099,12.0531746,9.4574716,4.075984,6.2563161,18.975172,10.0965297,26.5105921,10.4056757,33.6736207,27.0542087,0.2612416,38.1737751,27.2229048,15.2362445,23.7490726,3.3253544,8.6648323,1.1480258,1.1467152,14.0069187,11.0442489
EX_kprofen_glc_e_,11.4263366,22.9887831,13.9447119,1.0473773,14.2432943,31.7674204,3.8780081,33.1672391,10.4756742,13.9010166,26.0524513,7.3242169,0.6875225,21.7683812,15.6933967,27.7035337,11.4874794,17.47815,28.424784,19.0935923,11.0102515,45.8388767,32.1855696,1.7013875,10.2924871,17.5102194,1.9373079,4.3278959,31.2822347,9.0814234,10.8686955,14.3338538,3.2400218,4.682754,5.796064,47.892216,9.1577751,6.3083492,43.0984715,16.1820482,12.8064146,12.6916667,7.2377849,30.3631522,46.2958139,3.3068611,3.7687513,7.798175,5.0831504,6.183768,39.1732439,27.2552602,15.7405819,8.1465127,14.0581347,27.7149629,40.4931526,6.1285384,21.6478577,41.064694,28.8719362,7.6266201,19.4072034,4.7568017,21.1182631,14.0581347,0.5917244,61.0510962,9.9491332,8.5352961,24.2561308,13.7211042,33.1995921,27.7149629,24.5024214,13.4621797,0.7844321,31.9511581,0.5782091,19.5145062
EX_bilr_M7_e_,7.0539148,16.1305544,8.5553561,6.2388766,22.2287669,28.7365781,17.0748689,13.504634,1.0279829,6.4721717,3.9970585,1.1075306,24.2799369,36.8419553,2.3514375,1.5037262,18.4418478,30.0764957,5.0549391,4.2765591,52.9422911,46.939797,10.7956548,5.6505347,11.1066217,11.4231809,13.9833409,37.602818,0.1998803,30.9724311,6.1699413,2.7546873,8.8145877,9.7871081,40.4214502,11.1633528,29.7441306,36.8516533,5.9386887,20.9570178,11.6003969,28.0789389,17.7894683,13.8633058,17.5022964,18.9871998,40.4130479,4.8803011,14.3473477,10.1183762,18.557101,1.5265478,0.5520881,6.4372446,13.9833409,28.7365781,31.4556076,0.4588083,21.2632994,22.0305494,2.1618508,3.7669034,10.0106475,18.197638,30.9674639,17.5754217,33.2331389,11.9980381,1.8891806,5.6868861,12.518695,45.8559861,28.3439855,25.2605091,6.3702904,6.4625741,2.5827845,35.917225,16.7088275,18.5228312
EX_eltr_m4_e_,10.09170722,19.66902266,3.304514389,18.48995326,13.71963786,0.244213515,15.29555287,15.89761616,1.577401288,16.99548521,4.28891168,5.154677072,8.186296291,42.88886606,26.6509021,7.650024784,2.704526163,7.122661882,4.733048408,16.06570295,1.20587318,7.722965337,3.711218412,1.238079076,5.168401855,24.39375833,12.46407093,6.889655058,21.98730686,5.958535436,8.45626816,29.33297723,5.887050276,9.8782233,31.21295185,28.51835926,7.874309007,20.42998934,9.553688346,5.430751999,46.4213654,9.758966026,8.627348121,15.01069826,12.35712085,15.34227122,30.71162878,22.15098296,15.0664951,6.825590598,26.66080855,7.277830999,36.88875766,1.140090427,8.627348121,18.48995326,40.56022898,11.94881896,23.81223698,17.81280324,9.366491005,8.396550402,13.67285911,10.47329362,23.86169731,16.11685719,0.97444843,0.007596145,36.00174638,21.23583803,18.00286449,8.28642644,10.26940878,28.54780155,26.15972437,6.429160727,6.562407917,5.673274803,15.3754084,13.41180119
EX_melib_e_,11.8911214,12.9186784,12.2487596,7.9995485,34.7460453,4.064318,7.5326167,3.4180728,5.7306626,8.7596638,3.3124659,1.6021174,46.8548843,3.8571648,1.5894999,8.2332459,12.6255392,21.920187,0.7926631,19.0477738,54.511598,6.7934628,29.3633697,1.3691218,8.605059,6.5169223,4.3169986,22.6147072,4.0936119,9.4776141,9.8926938,0.5995088,1.4354812,8.4609228,17.653784,25.9046728,4.5858753,11.3154935,21.1045482,15.0224224,14.9220958,11.006902,18.8974678,13.4964758,5.9368011,22.702091,26.1426758,5.385015,3.1019157,16.9348709,23.0610775,65.6567282,3.8591546,37.4770309,20.1570907,77.3452029,31.2452852,3.6527087,1.0007952,27.5753563,26.3704888,2.7692751,26.6913541,25.2503486,27.7609802,0.1841956,0.1345852,56.535457,5.698891,5.7973814,28.2004407,42.5541462,21.4713233,4.5445585,23.5691235,14.1765346,0.8151138,19.1329283,26.9023807,11.636997
EX_ttdcea_e_,1.1316008,14.9956985,21.22485888,10.76015973,15.79594628,8.56863482,1.33093802,16.03471082,0.8385384,43.59755904,8.57663243,10.58665029,6.92444411,15.63976184,20.75644013,19.19922016,20.68575141,15.78463241,3.58340645,16.20971477,6.57140133,34.67132438,24.61457126,2.96592089,6.98998379,9.84823419,22.02798908,1.29510834,0.04782728,4.02330911,10.46880461,2.5603449,0.56960806,13.07161201,3.37845278,3.12473866,2.6332683,22.79153842,19.41983719,50.90633943,33.14624621,32.74942796,13.6912168,0.52767831,22.99201498,8.48223506,11.41794255,6.82458806,17.65944063,6.45041549,1.89676567,25.28218884,10.54506294,9.33642303,14.20324444,3.3658489,17.44966912,12.92148676,7.7458312,40.33883432,4.48475399,14.43786039,3.01539565,7.04051865,4.09326495,5.50879152,16.71557946,13.92852763,38.30044372,11.21673792,1.83628018,10.00862699,15.61074988,2.42191613,2.40903989,17.96528046,1.6107073,1.83860296,25.02354948,16.95917887
EX_arab_D_e_,22.1114896,18.5834181,1.399471,2.1833315,9.3165184,11.6807547,9.472967,16.1802088,5.5206622,18.2413372,1.0357404,4.1212952,2.9299638,16.9130099,8.2847217,8.6469096,7.8046418,31.3877635,12.1730175,0.8595945,11.0600818,6.1686115,16.1029827,15.9141973,29.5686817,22.7129017,7.5576269,3.032054,26.8105341,29.1559039,4.1062919,14.2217968,10.3713405,1.5528697,0.2130594,3.6813265,12.7419595,33.6555931,17.4139098,13.5563341,14.0213832,2.6450399,45.924791,4.1400781,43.0915094,51.3270175,13.5509527,3.2880253,11.460041,0.6529559,4.5586151,5.6882168,13.1186771,6.676201,23.6919806,4.180652,9.8108648,11.7384638,20.6580542,19.1858743,6.4803365,8.5341887,35.1702068,3.9217846,14.7063265,1.6583036,5.5417227,13.1148255,28.8481203,9.8409079,9.2611224,10.1220709,12.1395105,7.0281442,24.2320602,6.5440207,0.0645646,29.0279462,10.289203,4.7943445
EX_tlf_a_m5_e_,26.49633023,0.01430406,0.41589779,14.19042227,27.63664565,6.7178031,13.6342913,14.29026856,8.32643023,13.28635032,1.25253297,6.67743878,6.13023202,6.06780797,14.9024442,26.42333605,25.86704526,16.62368722,18.67959184,12.65421955,26.34078006,6.00848047,35.60572707,4.12296637,10.77255841,31.23762453,6.32903861,9.8039482,11.07396053,8.33395861,17.52736929,8.10317034,11.66648326,17.45245544,24.85167114,43.20112447,7.59309267,14.52285479,1.06987342,27.75407535,61.12254342,5.53992685,37.55347331,3.73894138,5.23604005,33.18171679,8.52298109,12.26656087,2.90944458,1.73112889,44.39046914,51.44368489,6.67785738,12.61387353,10.77255841,27.63664565,22.47508808,15.45563105,15.19921631,48.60481401,3.208967,1.38305938,8.32234946,6.18036753,0.07910282,20.26000561,2.44854836,2.51245964,4.87848192,38.91331004,7.98118148,11.46645337,62.94221747,13.89173672,13.49322835,7.54152591,0.05222028,11.49176749,13.25228541,14.30841171
EX_isosorbide_5mn_e_,3.013489876,2.798003988,7.936387226,16.28930792,6.51561263,3.065534036,0.005351063,8.379089979,1.063319708,24.64802155,13.6440724,0.006625703,15.20233558,2.753865449,3.403153247,6.884893052,1.179019532,7.924357333,6.769388928,22.26662729,23.54341255,1.28533494,28.32480295,1.316775198,11.60958845,18.5479961,30.71624046,10.18060656,11.8473151,17.07407043,10.88070998,24.34484636,2.279533057,9.729153179,80.91810631,21.59806641,19.54750798,6.325863625,15.1745412,10.49438058,5.047244367,10.15132063,2.45097476,17.46504391,9.937452462,17.39923791,5.718142278,3.024483158,35.03091057,0.468910924,24.48758237,48.55749296,15.19140783,35.96987601,11.60958845,24.34484636,31.35381881,4.045608656,26.90128095,6.540399836,18.07861589,6.241548899,4.627518768,19.65637951,4.109963162,8.914567974,6.488052916,23.84349394,26.86720095,17.14544187,6.417531815,31.84139857,21.89170947,0.037397415,7.518650028,20.41481516,1.204975598,69.00851422,2.036418915,17.95267574
EX_26dap_M_e_,4.516082547,7.362383713,16.29193179,0.02438634,5.718520048,12.98959926,30.9429355,30.40038416,5.100142111,12.80011773,0.157323684,1.899591268,31.03636042,24.04630278,0.054752041,33.43972356,17.15275852,2.805658078,13.3183712,0.147596301,35.44112644,32.20684247,7.517373206,5.216552006,24.29380266,0.053014688,30.51035145,9.408925369,27.76096398,17.74455399,6.316148714,6.740959851,12.31545712,9.069370588,0.586102509,26.78623606,0.754815954,3.455222111,3.657860041,12.31673562,12.13349652,12.61796559,3.32889665,0.02364384,11.82746625,6.320899214,12.51912792,14.06550383,3.084765747,0.668828816,0.009500216,22.72757288,0.143604203,15.32417321,9.119846198,14.34835583,12.43677899,0.186713989,18.24103118,30.93599332,0.399719389,14.01520469,21.00777226,2.18766632,20.27711875,5.500145934,32.61049336,30.27651036,3.022977376,33.15466292,14.67586377,1.742997026,1.26033904,35.1610721,22.24281836,12.5240235,2.426288415,15.06091649,0.829512287,55.72291087
EX_gsn_e_,3.9941796,22.7209081,12.2867781,21.8366609,6.5407756,15.8900394,1.8967804,25.5865976,12.9503253,1.3991946,10.7839043,13.2040596,28.738921,29.2496218,48.0061858,2.4276114,29.6126758,5.3632082,1.0213559,6.2081655,63.6097137,22.6605491,23.2740677,9.0942525,23.1558771,3.5413343,31.494489,22.0620499,14.3934327,6.1054515,8.0742966,4.0748466,6.4017575,17.6439888,20.3835699,15.9314139,38.2673323,1.6049031,2.1088819,49.6124069,17.0195686,5.0409774,13.9262233,3.8880233,0.6096964,4.6865211,0.2324563,3.466924,0.5937174,25.412602,17.8471863,12.1145569,10.4220854,30.360746,2.6779108,3.5927951,41.7856673,20.3931799,6.4981225,14.5975236,19.3334041,6.2299612,16.4530887,37.868834,34.0925729,45.3663601,55.8905255,17.0346932,48.6731202,7.9830987,10.9225026,18.6469883,7.5202089,24.7044521,24.7692354,2.8644635,1.2086302,1.8885178,35.6646409,6.1184768
EX_ibupgluc_e_,11.7068241,2.2220615,6.364245,28.2910812,7.8869652,12.1367417,6.4181837,18.0473625,4.1491762,23.5361964,19.9016033,10.4445966,48.9690532,40.0134344,47.4279174,9.0995733,36.0364946,17.3402835,6.781487,18.1371476,18.7817285,19.7548829,64.8099653,7.049528,25.3476754,4.7486683,3.2281109,30.6335431,53.4450241,6.9045779,28.5258165,1.5336554,13.8789042,19.0111437,31.3181399,29.5847202,5.8199823,4.6916019,6.5692155,6.3304295,5.2267858,10.6254082,3.5616833,5.4586271,11.7756914,21.6770729,11.4695491,0.825017,10.0197029,10.1811774,17.4833457,3.6699678,37.6527795,9.5924686,9.5924686,19.7548829,31.9711373,1.7634476,3.0178955,29.9607643,13.5389615,10.4041889,12.6350893,4.8506988,4.9181359,38.448855,16.2281573,13.3510757,17.576843,19.2541952,14.6901748,3.7727218,0.5810742,29.0287606,19.6682078,19.4311195,0.5841993,34.9840293,0.7689724,1.0563887
EX_leu_L_e_,6.3307285,28.5524111,14.8255278,5.1111156,27.2630496,3.2504556,15.2672333,6.7497676,4.6219029,8.1204846,14.8382401,3.1437131,30.6344182,8.7214733,7.5163048,7.100502,40.2184719,1.9025624,10.8213895,7.5502343,72.2004833,14.9009653,29.7805617,1.6027191,9.9271171,5.6143364,19.0533182,18.0518574,0.2282639,14.5533318,12.538365,4.2511996,1.1540787,2.5347001,11.8307429,74.5956808,12.0967891,11.6025455,25.1842272,5.5945286,32.4881676,7.3431543,28.3604006,6.5711505,13.6599767,30.2243421,5.5059351,24.7500476,14.0410633,20.1012482,28.4326075,2.6987048,36.9747413,11.1729023,6.5080087,7.7517563,26.2220453,9.4786201,24.4928235,21.2305365,9.5738021,6.2374632,29.8154235,33.1279429,30.350961,11.7498417,12.977637,12.1799302,14.6434936,0.5363228,9.8935,23.5951582,3.9511759,49.916556,4.2932862,7.2401102,4.7473844,19.9183621,28.6447065,26.6053882
